FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2021-2022,1,E38000227,NHS Greater Preston CCG,Women known to be non-smokers at time of delivery,328
2021-2022,1,E38000227,NHS Greater Preston CCG,Women known to be smokers at time of delivery,44
2021-2022,1,E38000227,NHS Greater Preston CCG,Women whose smoking status was not known at time of delivery,195
2021-2022,1,E38000228,NHS Morecambe Bay CCG,Number of maternities,629
2021-2022,1,E38000228,NHS Morecambe Bay CCG,Women known to be non-smokers at time of delivery,560
2021-2022,1,E38000228,NHS Morecambe Bay CCG,Women known to be smokers at time of delivery,58
2021-2022,1,E38000228,NHS Morecambe Bay CCG,Women whose smoking status was not known at time of delivery,11
2021-2022,2,E92000001,England,Number of maternities,147604
2021-2022,2,E92000001,England,Women known to be non-smokers at time of delivery,131048
2021-2022,2,E92000001,England,Women known to be smokers at time of delivery,12926
2021-2022,2,E92000001,England,Women whose smoking status was not known at time of delivery,3630
2021-2022,2,E40000003,London,Number of maternities,26089
2021-2022,2,E40000003,London,Women known to be non-smokers at time of delivery,24171
2021-2022,2,E40000003,London,Women known to be smokers at time of delivery,1104
2021-2022,2,E40000003,London,Women whose smoking status was not known at time of delivery,814
2021-2022,2,E40000005,South East,Number of maternities,23132
2021-2022,2,E40000005,South East,Women known to be non-smokers at time of delivery,20727
2021-2022,2,E40000005,South East,Women known to be smokers at time of delivery,1882
2021-2022,2,E40000005,South East,Women whose smoking status was not known at time of delivery,523
2021-2022,2,E40000006,South West,Number of maternities,13383
2021-2022,2,E40000006,South West,Women known to be non-smokers at time of delivery,11756
2021-2022,2,E40000006,South West,Women known to be smokers at time of delivery,1271
2021-2022,2,E40000006,South West,Women whose smoking status was not known at time of delivery,356
2021-2022,2,E40000007,East of England,Number of maternities,16591
2021-2022,2,E40000007,East of England,Women known to be non-smokers at time of delivery,14588
2021-2022,2,E40000007,East of England,Women known to be smokers at time of delivery,1293
2021-2022,2,E40000007,East of England,Women whose smoking status was not known at time of delivery,710
2021-2022,2,E40000008,Midlands,Number of maternities,27511
2021-2022,2,E40000008,Midlands,Women known to be non-smokers at time of delivery,24339
2021-2022,2,E40000008,Midlands,Women known to be smokers at time of delivery,2868
2021-2022,2,E40000008,Midlands,Women whose smoking status was not known at time of delivery,304
2021-2022,2,E40000009,North East and Yorkshire,Number of maternities,21876
2021-2022,2,E40000009,North East and Yorkshire,Women known to be non-smokers at time of delivery,19047
2021-2022,2,E40000009,North East and Yorkshire,Women known to be smokers at time of delivery,2517
2021-2022,2,E40000009,North East and Yorkshire,Women whose smoking status was not known at time of delivery,312
2021-2022,2,E40000010,North West,Number of maternities,19022
2021-2022,2,E40000010,North West,Women known to be non-smokers at time of delivery,16420
2021-2022,2,E40000010,North West,Women known to be smokers at time of delivery,1991
2021-2022,2,E40000010,North West,Women whose smoking status was not known at time of delivery,611
2021-2022,2,E54000027,North West London Health and Care Partnership,Number of maternities,4821
2021-2022,2,E54000027,North West London Health and Care Partnership,Women known to be non-smokers at time of delivery,4650
2021-2022,2,E54000027,North West London Health and Care Partnership,Women known to be smokers at time of delivery,137
2021-2022,2,E54000027,North West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,34
2021-2022,2,E54000028,North London Partners in Health and Care,Number of maternities,4235
2021-2022,2,E54000028,North London Partners in Health and Care,Women known to be non-smokers at time of delivery,3823
2021-2022,2,E54000028,North London Partners in Health and Care,Women known to be smokers at time of delivery,231
2021-2022,2,E54000028,North London Partners in Health and Care,Women whose smoking status was not known at time of delivery,181
2021-2022,2,E54000029,East London Health and Care Partnership,Number of maternities,7151
2021-2022,2,E54000029,East London Health and Care Partnership,Women known to be non-smokers at time of delivery,6838
2021-2022,2,E54000029,East London Health and Care Partnership,Women known to be smokers at time of delivery,301
2021-2022,2,E54000029,East London Health and Care Partnership,Women whose smoking status was not known at time of delivery,12
2021-2022,2,E54000030,Our Healthier South East London,Number of maternities,5506
2021-2022,2,E54000030,Our Healthier South East London,Women known to be non-smokers at time of delivery,5230
2021-2022,2,E54000030,Our Healthier South East London,Women known to be smokers at time of delivery,229
2021-2022,2,E54000030,Our Healthier South East London,Women whose smoking status was not known at time of delivery,47
2021-2022,2,E54000031,South West London Health and Care Partnership,Number of maternities,4376
2021-2022,2,E54000031,South West London Health and Care Partnership,Women known to be non-smokers at time of delivery,3630
2021-2022,2,E54000031,South West London Health and Care Partnership,Women known to be smokers at time of delivery,206
2021-2022,2,E54000031,South West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,540
2021-2022,2,E54000032,Kent and Medway,Number of maternities,5145
2021-2022,2,E54000032,Kent and Medway,Women known to be non-smokers at time of delivery,4571
2021-2022,2,E54000032,Kent and Medway,Women known to be smokers at time of delivery,574
2021-2022,2,E54000032,Kent and Medway,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E54000034,Frimley Health and Care ICS,Number of maternities,2068
2021-2022,2,E54000034,Frimley Health and Care ICS,Women known to be non-smokers at time of delivery,1952
2021-2022,2,E54000034,Frimley Health and Care ICS,Women known to be smokers at time of delivery,115
2021-2022,2,E54000034,Frimley Health and Care ICS,Women whose smoking status was not known at time of delivery,1
2021-2022,2,E54000042,Hampshire and the Isle of Wight,Number of maternities,4620
2021-2022,2,E54000042,Hampshire and the Isle of Wight,Women known to be non-smokers at time of delivery,4001
2021-2022,2,E54000042,Hampshire and the Isle of Wight,Women known to be smokers at time of delivery,452
2021-2022,2,E54000042,Hampshire and the Isle of Wight,Women whose smoking status was not known at time of delivery,167
2021-2022,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Number of maternities,4421
2021-2022,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be non-smokers at time of delivery,4121
2021-2022,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be smokers at time of delivery,248
2021-2022,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women whose smoking status was not known at time of delivery,52
2021-2022,2,E54000052,Surrey Heartlands Health and Care Partnership,Number of maternities,2796
2021-2022,2,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be non-smokers at time of delivery,2501
2021-2022,2,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be smokers at time of delivery,155
2021-2022,2,E54000052,Surrey Heartlands Health and Care Partnership,Women whose smoking status was not known at time of delivery,140
2021-2022,2,E54000053,Sussex Health and Care Partnership,Number of maternities,4082
2021-2022,2,E54000053,Sussex Health and Care Partnership,Women known to be non-smokers at time of delivery,3581
2021-2022,2,E54000053,Sussex Health and Care Partnership,Women known to be smokers at time of delivery,338
2021-2022,2,E54000053,Sussex Health and Care Partnership,Women whose smoking status was not known at time of delivery,163
2021-2022,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Number of maternities,1234
2021-2022,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be non-smokers at time of delivery,1078
2021-2022,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be smokers at time of delivery,154
2021-2022,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E54000037,Devon,Number of maternities,2623
2021-2022,2,E54000037,Devon,Women known to be non-smokers at time of delivery,2160
2021-2022,2,E54000037,Devon,Women known to be smokers at time of delivery,263
2021-2022,2,E54000037,Devon,Women whose smoking status was not known at time of delivery,200
2021-2022,2,E54000038,Somerset,Number of maternities,1297
2021-2022,2,E54000038,Somerset,Women known to be non-smokers at time of delivery,1170
2021-2022,2,E54000038,Somerset,Women known to be smokers at time of delivery,125
2021-2022,2,E54000038,Somerset,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Number of maternities,2696
2021-2022,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be non-smokers at time of delivery,2472
2021-2022,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be smokers at time of delivery,224
2021-2022,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women whose smoking status was not known at time of delivery,0
2021-2022,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Number of maternities,2220
2021-2022,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be non-smokers at time of delivery,2029
2021-2022,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be smokers at time of delivery,191
2021-2022,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women whose smoking status was not known at time of delivery,0
2021-2022,2,E54000041,Dorset,Number of maternities,1695
2021-2022,2,E54000041,Dorset,Women known to be non-smokers at time of delivery,1423
2021-2022,2,E54000041,Dorset,Women known to be smokers at time of delivery,154
2021-2022,2,E54000041,Dorset,Women whose smoking status was not known at time of delivery,118
2021-2022,2,E54000043,Gloucestershire,Number of maternities,1618
2021-2022,2,E54000043,Gloucestershire,Women known to be non-smokers at time of delivery,1424
2021-2022,2,E54000043,Gloucestershire,Women known to be smokers at time of delivery,160
2021-2022,2,E54000043,Gloucestershire,Women whose smoking status was not known at time of delivery,34
2021-2022,2,E54000021,Cambridgeshire and Peterborough,Number of maternities,2384
2021-2022,2,E54000021,Cambridgeshire and Peterborough,Women known to be non-smokers at time of delivery,2053
2021-2022,2,E54000021,Cambridgeshire and Peterborough,Women known to be smokers at time of delivery,213
2021-2022,2,E54000021,Cambridgeshire and Peterborough,Women whose smoking status was not known at time of delivery,118
2021-2022,2,E54000022,Norfolk and Waveney Health and Care Partnership,Number of maternities,2205
2021-2022,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be non-smokers at time of delivery,1917
2021-2022,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be smokers at time of delivery,275
2021-2022,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women whose smoking status was not known at time of delivery,13
2021-2022,2,E54000023,Suffolk and North East Essex,Number of maternities,2338
2021-2022,2,E54000023,Suffolk and North East Essex,Women known to be non-smokers at time of delivery,2089
2021-2022,2,E54000023,Suffolk and North East Essex,Women known to be smokers at time of delivery,191
2021-2022,2,E54000023,Suffolk and North East Essex,Women whose smoking status was not known at time of delivery,58
2021-2022,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Number of maternities,3155
2021-2022,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be non-smokers at time of delivery,2598
2021-2022,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be smokers at time of delivery,179
2021-2022,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women whose smoking status was not known at time of delivery,378
2021-2022,2,E54000025,Hertfordshire and West Essex,Number of maternities,3308
2021-2022,2,E54000025,Hertfordshire and West Essex,Women known to be non-smokers at time of delivery,3033
2021-2022,2,E54000025,Hertfordshire and West Essex,Women known to be smokers at time of delivery,210
2021-2022,2,E54000025,Hertfordshire and West Essex,Women whose smoking status was not known at time of delivery,65
2021-2022,2,E54000026,Mid and South Essex,Number of maternities,3201
2021-2022,2,E54000026,Mid and South Essex,Women known to be non-smokers at time of delivery,2898
2021-2022,2,E54000026,Mid and South Essex,Women known to be smokers at time of delivery,225
2021-2022,2,E54000026,Mid and South Essex,Women whose smoking status was not known at time of delivery,78
2021-2022,2,E54000010,Staffordshire and Stoke on Trent,Number of maternities,2815
2021-2022,2,E54000010,Staffordshire and Stoke on Trent,Women known to be non-smokers at time of delivery,2486
2021-2022,2,E54000010,Staffordshire and Stoke on Trent,Women known to be smokers at time of delivery,308
2021-2022,2,E54000010,Staffordshire and Stoke on Trent,Women whose smoking status was not known at time of delivery,21
2021-2022,2,E54000011,Shropshire and Telford and Wrekin,Number of maternities,1211
2021-2022,2,E54000011,Shropshire and Telford and Wrekin,Women known to be non-smokers at time of delivery,1072
2021-2022,2,E54000011,Shropshire and Telford and Wrekin,Women known to be smokers at time of delivery,138
2021-2022,2,E54000011,Shropshire and Telford and Wrekin,Women whose smoking status was not known at time of delivery,1
2021-2022,2,E54000012,Joined Up Care Derbyshire,Number of maternities,2544
2021-2022,2,E54000012,Joined Up Care Derbyshire,Women known to be non-smokers at time of delivery,2216
2021-2022,2,E54000012,Joined Up Care Derbyshire,Women known to be smokers at time of delivery,320
2021-2022,2,E54000012,Joined Up Care Derbyshire,Women whose smoking status was not known at time of delivery,8
2021-2022,2,E54000013,Lincolnshire,Number of maternities,1717
2021-2022,2,E54000013,Lincolnshire,Women known to be non-smokers at time of delivery,1457
2021-2022,2,E54000013,Lincolnshire,Women known to be smokers at time of delivery,237
2021-2022,2,E54000013,Lincolnshire,Women whose smoking status was not known at time of delivery,23
2021-2022,2,E54000014,Nottingham and Nottinghamshire Health and Care,Number of maternities,2679
2021-2022,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be non-smokers at time of delivery,2303
2021-2022,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be smokers at time of delivery,339
2021-2022,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women whose smoking status was not known at time of delivery,37
2021-2022,2,E54000015,"Leicester, Leicestershire and Rutland",Number of maternities,2156
2021-2022,2,E54000015,"Leicester, Leicestershire and Rutland",Women known to be non-smokers at time of delivery,1973
2021-2022,2,E54000015,"Leicester, Leicestershire and Rutland",Women known to be smokers at time of delivery,183
2021-2022,2,E54000015,"Leicester, Leicestershire and Rutland",Women whose smoking status was not known at time of delivery,0
2021-2022,2,E54000016,The Black Country and West Birmingham,Number of maternities,4373
2021-2022,2,E54000016,The Black Country and West Birmingham,Women known to be non-smokers at time of delivery,3864
2021-2022,2,E54000016,The Black Country and West Birmingham,Women known to be smokers at time of delivery,424
2021-2022,2,E54000016,The Black Country and West Birmingham,Women whose smoking status was not known at time of delivery,85
2021-2022,2,E54000017,Birmingham and Solihull,Number of maternities,3671
2021-2022,2,E54000017,Birmingham and Solihull,Women known to be non-smokers at time of delivery,3354
2021-2022,2,E54000017,Birmingham and Solihull,Women known to be smokers at time of delivery,288
2021-2022,2,E54000017,Birmingham and Solihull,Women whose smoking status was not known at time of delivery,29
2021-2022,2,E54000018,Coventry and Warwickshire,Number of maternities,2567
2021-2022,2,E54000018,Coventry and Warwickshire,Women known to be non-smokers at time of delivery,2257
2021-2022,2,E54000018,Coventry and Warwickshire,Women known to be smokers at time of delivery,224
2021-2022,2,E54000018,Coventry and Warwickshire,Women whose smoking status was not known at time of delivery,86
2021-2022,2,E54000019,Herefordshire and Worcestershire,Number of maternities,1822
2021-2022,2,E54000019,Herefordshire and Worcestershire,Women known to be non-smokers at time of delivery,1623
2021-2022,2,E54000019,Herefordshire and Worcestershire,Women known to be smokers at time of delivery,192
2021-2022,2,E54000019,Herefordshire and Worcestershire,Women whose smoking status was not known at time of delivery,7
2021-2022,2,E54000020,Northamptonshire,Number of maternities,1956
2021-2022,2,E54000020,Northamptonshire,Women known to be non-smokers at time of delivery,1734
2021-2022,2,E54000020,Northamptonshire,Women known to be smokers at time of delivery,215
2021-2022,2,E54000020,Northamptonshire,Women whose smoking status was not known at time of delivery,7
2021-2022,2,E54000009,South Yorkshire and Bassetlaw,Number of maternities,3964
2021-2022,2,E54000009,South Yorkshire and Bassetlaw,Women known to be non-smokers at time of delivery,3495
2021-2022,2,E54000009,South Yorkshire and Bassetlaw,Women known to be smokers at time of delivery,427
2021-2022,2,E54000009,South Yorkshire and Bassetlaw,Women whose smoking status was not known at time of delivery,42
2021-2022,2,E54000050,Cumbria and North East,Number of maternities,7223
2021-2022,2,E54000050,Cumbria and North East,Women known to be non-smokers at time of delivery,6192
2021-2022,2,E54000050,Cumbria and North East,Women known to be smokers at time of delivery,837
2021-2022,2,E54000050,Cumbria and North East,Women whose smoking status was not known at time of delivery,194
2021-2022,2,E54000051,"Humber, Coast and Vale",Number of maternities,3871
2021-2022,2,E54000051,"Humber, Coast and Vale",Women known to be non-smokers at time of delivery,3383
2021-2022,2,E54000051,"Humber, Coast and Vale",Women known to be smokers at time of delivery,474
2021-2022,2,E54000051,"Humber, Coast and Vale",Women whose smoking status was not known at time of delivery,14
2021-2022,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Number of maternities,6818
2021-2022,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be non-smokers at time of delivery,5977
2021-2022,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be smokers at time of delivery,779
2021-2022,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women whose smoking status was not known at time of delivery,62
2021-2022,2,E54000007,Greater Manchester Health and Social Care Partnership,Number of maternities,9089
2021-2022,2,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be non-smokers at time of delivery,8213
2021-2022,2,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be smokers at time of delivery,874
2021-2022,2,E54000007,Greater Manchester Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E54000008,Cheshire and Merseyside,Number of maternities,5626
2021-2022,2,E54000008,Cheshire and Merseyside,Women known to be non-smokers at time of delivery,4905
2021-2022,2,E54000008,Cheshire and Merseyside,Women known to be smokers at time of delivery,619
2021-2022,2,E54000008,Cheshire and Merseyside,Women whose smoking status was not known at time of delivery,102
2021-2022,2,E54000048,Healthier Lancashire and South Cumbria,Number of maternities,4307
2021-2022,2,E54000048,Healthier Lancashire and South Cumbria,Women known to be non-smokers at time of delivery,3302
2021-2022,2,E54000048,Healthier Lancashire and South Cumbria,Women known to be smokers at time of delivery,498
2021-2022,2,E54000048,Healthier Lancashire and South Cumbria,Women whose smoking status was not known at time of delivery,507
2021-2022,2,E38000256,NHS North West London CCG,Number of maternities,4821
2021-2022,2,E38000256,NHS North West London CCG,Women known to be non-smokers at time of delivery,4650
2021-2022,2,E38000256,NHS North West London CCG,Women known to be smokers at time of delivery,137
2021-2022,2,E38000256,NHS North West London CCG,Women whose smoking status was not known at time of delivery,34
2021-2022,2,E38000240,NHS North Central London CCG,Number of maternities,4235
2021-2022,2,E38000240,NHS North Central London CCG,Women known to be non-smokers at time of delivery,3823
2021-2022,2,E38000240,NHS North Central London CCG,Women known to be smokers at time of delivery,231
2021-2022,2,E38000240,NHS North Central London CCG,Women whose smoking status was not known at time of delivery,181
2021-2022,2,E38000255,NHS North East London CCG,Number of maternities,7151
2021-2022,2,E38000255,NHS North East London CCG,Women known to be non-smokers at time of delivery,6838
2021-2022,2,E38000255,NHS North East London CCG,Women known to be smokers at time of delivery,301
2021-2022,2,E38000255,NHS North East London CCG,Women whose smoking status was not known at time of delivery,12
2021-2022,2,E38000244,NHS South East London CCG,Number of maternities,5506
2021-2022,2,E38000244,NHS South East London CCG,Women known to be non-smokers at time of delivery,5230
2021-2022,2,E38000244,NHS South East London CCG,Women known to be smokers at time of delivery,229
2021-2022,2,E38000244,NHS South East London CCG,Women whose smoking status was not known at time of delivery,47
2021-2022,2,E38000245,NHS South West London CCG,Number of maternities,4376
2021-2022,2,E38000245,NHS South West London CCG,Women known to be non-smokers at time of delivery,3630
2021-2022,2,E38000245,NHS South West London CCG,Women known to be smokers at time of delivery,206
2021-2022,2,E38000245,NHS South West London CCG,Women whose smoking status was not known at time of delivery,540
2021-2022,2,E38000237,NHS Kent and Medway CCG,Number of maternities,5145
2021-2022,2,E38000237,NHS Kent and Medway CCG,Women known to be non-smokers at time of delivery,4571
2021-2022,2,E38000237,NHS Kent and Medway CCG,Women known to be smokers at time of delivery,574
2021-2022,2,E38000237,NHS Kent and Medway CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000252,NHS Frimley CCG,Number of maternities,2068
2021-2022,2,E38000252,NHS Frimley CCG,Women known to be non-smokers at time of delivery,1952
2021-2022,2,E38000252,NHS Frimley CCG,Women known to be smokers at time of delivery,115
2021-2022,2,E38000252,NHS Frimley CCG,Women whose smoking status was not known at time of delivery,1
2021-2022,2,E38000137,NHS Portsmouth CCG,Number of maternities,554
2021-2022,2,E38000137,NHS Portsmouth CCG,Women known to be non-smokers at time of delivery,432
2021-2022,2,E38000137,NHS Portsmouth CCG,Women known to be smokers at time of delivery,56
2021-2022,2,E38000137,NHS Portsmouth CCG,Women whose smoking status was not known at time of delivery,66
2021-2022,2,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Number of maternities,4066
2021-2022,2,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Women known to be non-smokers at time of delivery,3569
2021-2022,2,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Women known to be smokers at time of delivery,396
2021-2022,2,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Women whose smoking status was not known at time of delivery,101
2021-2022,2,E38000136,NHS Oxfordshire CCG,Number of maternities,1769
2021-2022,2,E38000136,NHS Oxfordshire CCG,Women known to be non-smokers at time of delivery,1659
2021-2022,2,E38000136,NHS Oxfordshire CCG,Women known to be smokers at time of delivery,106
2021-2022,2,E38000136,NHS Oxfordshire CCG,Women whose smoking status was not known at time of delivery,4
2021-2022,2,E38000221,NHS Berkshire West CCG,Number of maternities,1276
2021-2022,2,E38000221,NHS Berkshire West CCG,Women known to be non-smokers at time of delivery,1180
2021-2022,2,E38000221,NHS Berkshire West CCG,Women known to be smokers at time of delivery,59
2021-2022,2,E38000221,NHS Berkshire West CCG,Women whose smoking status was not known at time of delivery,37
2021-2022,2,E38000223,NHS Buckinghamshire CCG,Number of maternities,1376
2021-2022,2,E38000223,NHS Buckinghamshire CCG,Women known to be non-smokers at time of delivery,1282
2021-2022,2,E38000223,NHS Buckinghamshire CCG,Women known to be smokers at time of delivery,83
2021-2022,2,E38000223,NHS Buckinghamshire CCG,Women whose smoking status was not known at time of delivery,11
2021-2022,2,E38000246,NHS Surrey Heartlands CCG,Number of maternities,2796
2021-2022,2,E38000246,NHS Surrey Heartlands CCG,Women known to be non-smokers at time of delivery,2501
2021-2022,2,E38000246,NHS Surrey Heartlands CCG,Women known to be smokers at time of delivery,155
2021-2022,2,E38000246,NHS Surrey Heartlands CCG,Women whose smoking status was not known at time of delivery,140
2021-2022,2,E38000021,NHS Brighton and Hove CCG,Number of maternities,649
2021-2022,2,E38000021,NHS Brighton and Hove CCG,Women known to be non-smokers at time of delivery,561
2021-2022,2,E38000021,NHS Brighton and Hove CCG,Women known to be smokers at time of delivery,35
2021-2022,2,E38000021,NHS Brighton and Hove CCG,Women whose smoking status was not known at time of delivery,53
2021-2022,2,E38000235,NHS East Sussex CCG,Number of maternities,1160
2021-2022,2,E38000235,NHS East Sussex CCG,Women known to be non-smokers at time of delivery,1000
2021-2022,2,E38000235,NHS East Sussex CCG,Women known to be smokers at time of delivery,131
2021-2022,2,E38000235,NHS East Sussex CCG,Women whose smoking status was not known at time of delivery,29
2021-2022,2,E38000248,NHS West Sussex CCG,Number of maternities,2273
2021-2022,2,E38000248,NHS West Sussex CCG,Women known to be non-smokers at time of delivery,2020
2021-2022,2,E38000248,NHS West Sussex CCG,Women known to be smokers at time of delivery,172
2021-2022,2,E38000248,NHS West Sussex CCG,Women whose smoking status was not known at time of delivery,81
2021-2022,2,E38000089,NHS Kernow CCG,Number of maternities,1234
2021-2022,2,E38000089,NHS Kernow CCG,Women known to be non-smokers at time of delivery,1078
2021-2022,2,E38000089,NHS Kernow CCG,Women known to be smokers at time of delivery,154
2021-2022,2,E38000089,NHS Kernow CCG,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E38000230,NHS Devon CCG,Number of maternities,2623
2021-2022,2,E38000230,NHS Devon CCG,Women known to be non-smokers at time of delivery,2160
2021-2022,2,E38000230,NHS Devon CCG,Women known to be smokers at time of delivery,263
2021-2022,2,E38000230,NHS Devon CCG,Women whose smoking status was not known at time of delivery,200
2021-2022,2,E38000150,NHS Somerset CCG,Number of maternities,1297
2021-2022,2,E38000150,NHS Somerset CCG,Women known to be non-smokers at time of delivery,1170
2021-2022,2,E38000150,NHS Somerset CCG,Women known to be smokers at time of delivery,125
2021-2022,2,E38000150,NHS Somerset CCG,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Number of maternities,2696
2021-2022,2,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women known to be non-smokers at time of delivery,2472
2021-2022,2,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women known to be smokers at time of delivery,224
2021-2022,2,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Number of maternities,2220
2021-2022,2,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women known to be non-smokers at time of delivery,2029
2021-2022,2,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women known to be smokers at time of delivery,191
2021-2022,2,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000045,NHS Dorset CCG,Number of maternities,1695
2021-2022,2,E38000045,NHS Dorset CCG,Women known to be non-smokers at time of delivery,1423
2021-2022,2,E38000045,NHS Dorset CCG,Women known to be smokers at time of delivery,154
2021-2022,2,E38000045,NHS Dorset CCG,Women whose smoking status was not known at time of delivery,118
2021-2022,2,E38000062,NHS Gloucestershire CCG,Number of maternities,1618
2021-2022,2,E38000062,NHS Gloucestershire CCG,Women known to be non-smokers at time of delivery,1424
2021-2022,2,E38000062,NHS Gloucestershire CCG,Women known to be smokers at time of delivery,160
2021-2022,2,E38000062,NHS Gloucestershire CCG,Women whose smoking status was not known at time of delivery,34
2021-2022,2,E38000026,NHS Cambridgeshire and Peterborough CCG,Number of maternities,2384
2021-2022,2,E38000026,NHS Cambridgeshire and Peterborough CCG,Women known to be non-smokers at time of delivery,2053
2021-2022,2,E38000026,NHS Cambridgeshire and Peterborough CCG,Women known to be smokers at time of delivery,213
2021-2022,2,E38000026,NHS Cambridgeshire and Peterborough CCG,Women whose smoking status was not known at time of delivery,118
2021-2022,2,E38000239,NHS Norfolk and Waveney CCG,Number of maternities,2205
2021-2022,2,E38000239,NHS Norfolk and Waveney CCG,Women known to be non-smokers at time of delivery,1917
2021-2022,2,E38000239,NHS Norfolk and Waveney CCG,Women known to be smokers at time of delivery,275
2021-2022,2,E38000239,NHS Norfolk and Waveney CCG,Women whose smoking status was not known at time of delivery,13
2021-2022,2,E38000086,NHS Ipswich and East Suffolk CCG,Number of maternities,976
2021-2022,2,E38000086,NHS Ipswich and East Suffolk CCG,Women known to be non-smokers at time of delivery,929
2021-2022,2,E38000086,NHS Ipswich and East Suffolk CCG,Women known to be smokers at time of delivery,44
2021-2022,2,E38000086,NHS Ipswich and East Suffolk CCG,Women whose smoking status was not known at time of delivery,3
2021-2022,2,E38000117,NHS North East Essex CCG,Number of maternities,812
2021-2022,2,E38000117,NHS North East Essex CCG,Women known to be non-smokers at time of delivery,730
2021-2022,2,E38000117,NHS North East Essex CCG,Women known to be smokers at time of delivery,82
2021-2022,2,E38000117,NHS North East Essex CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000204,NHS West Suffolk CCG,Number of maternities,550
2021-2022,2,E38000204,NHS West Suffolk CCG,Women known to be non-smokers at time of delivery,430
2021-2022,2,E38000204,NHS West Suffolk CCG,Women known to be smokers at time of delivery,65
2021-2022,2,E38000204,NHS West Suffolk CCG,Women whose smoking status was not known at time of delivery,55
2021-2022,2,E38000249,"NHS Bedfordshire, Luton and Milton Keynes CCG",Number of maternities,3155
2021-2022,2,E38000249,"NHS Bedfordshire, Luton and Milton Keynes CCG",Women known to be non-smokers at time of delivery,2598
2021-2022,2,E38000249,"NHS Bedfordshire, Luton and Milton Keynes CCG",Women known to be smokers at time of delivery,179
