FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,1,E38000188,NHS Vale of York CCG,Women known to be non-smokers at time of delivery,622
2020/2021,1,E38000188,NHS Vale of York CCG,Women known to be smokers at time of delivery,83
2020/2021,1,E38000188,NHS Vale of York CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000241,NHS North Yorkshire CCG,Number of maternities,776
2020/2021,1,E38000241,NHS North Yorkshire CCG,Women known to be non-smokers at time of delivery,691
2020/2021,1,E38000241,NHS North Yorkshire CCG,Women known to be smokers at time of delivery,77
2020/2021,1,E38000241,NHS North Yorkshire CCG,Women whose smoking status was not known at time of delivery,8
2020/2021,1,E38000025,NHS Calderdale CCG,Number of maternities,:
2020/2021,1,E38000025,NHS Calderdale CCG,Women known to be non-smokers at time of delivery,:
2020/2021,1,E38000025,NHS Calderdale CCG,Women known to be smokers at time of delivery,:
2020/2021,1,E38000025,NHS Calderdale CCG,Women whose smoking status was not known at time of delivery,:
2020/2021,1,E38000064,NHS Greater Huddersfield CCG,Number of maternities,513
2020/2021,1,E38000064,NHS Greater Huddersfield CCG,Women known to be non-smokers at time of delivery,455
2020/2021,1,E38000064,NHS Greater Huddersfield CCG,Women known to be smokers at time of delivery,57
2020/2021,1,E38000064,NHS Greater Huddersfield CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000121,NHS North Kirklees CCG,Number of maternities,568
2020/2021,1,E38000121,NHS North Kirklees CCG,Women known to be non-smokers at time of delivery,506
2020/2021,1,E38000121,NHS North Kirklees CCG,Women known to be smokers at time of delivery,60
2020/2021,1,E38000121,NHS North Kirklees CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,1,E38000190,NHS Wakefield CCG,Number of maternities,914
2020/2021,1,E38000190,NHS Wakefield CCG,Women known to be non-smokers at time of delivery,768
2020/2021,1,E38000190,NHS Wakefield CCG,Women known to be smokers at time of delivery,142
2020/2021,1,E38000190,NHS Wakefield CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,1,E38000225,NHS Leeds CCG,Number of maternities,2267
2020/2021,1,E38000225,NHS Leeds CCG,Women known to be non-smokers at time of delivery,1956
2020/2021,1,E38000225,NHS Leeds CCG,Women known to be smokers at time of delivery,271
2020/2021,1,E38000225,NHS Leeds CCG,Women whose smoking status was not known at time of delivery,40
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Number of maternities,1631
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Women known to be non-smokers at time of delivery,1419
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Women known to be smokers at time of delivery,209
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,1,E38000016,NHS Bolton CCG,Number of maternities,921
2020/2021,1,E38000016,NHS Bolton CCG,Women known to be non-smokers at time of delivery,800
2020/2021,1,E38000016,NHS Bolton CCG,Women known to be smokers at time of delivery,120
2020/2021,1,E38000016,NHS Bolton CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000024,NHS Bury CCG,Number of maternities,529
2020/2021,1,E38000024,NHS Bury CCG,Women known to be non-smokers at time of delivery,475
2020/2021,1,E38000024,NHS Bury CCG,Women known to be smokers at time of delivery,54
2020/2021,1,E38000024,NHS Bury CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Number of maternities,668
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Women known to be non-smokers at time of delivery,581
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Women known to be smokers at time of delivery,87
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000135,NHS Oldham CCG,Number of maternities,723
2020/2021,1,E38000135,NHS Oldham CCG,Women known to be non-smokers at time of delivery,649
2020/2021,1,E38000135,NHS Oldham CCG,Women known to be smokers at time of delivery,74
2020/2021,1,E38000135,NHS Oldham CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000143,NHS Salford CCG,Number of maternities,867
2020/2021,1,E38000143,NHS Salford CCG,Women known to be non-smokers at time of delivery,784
2020/2021,1,E38000143,NHS Salford CCG,Women known to be smokers at time of delivery,83
2020/2021,1,E38000143,NHS Salford CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000174,NHS Stockport CCG,Number of maternities,798
2020/2021,1,E38000174,NHS Stockport CCG,Women known to be non-smokers at time of delivery,739
2020/2021,1,E38000174,NHS Stockport CCG,Women known to be smokers at time of delivery,59
2020/2021,1,E38000174,NHS Stockport CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Number of maternities,618
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Women known to be non-smokers at time of delivery,552
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Women known to be smokers at time of delivery,66
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000187,NHS Trafford CCG,Number of maternities,553
2020/2021,1,E38000187,NHS Trafford CCG,Women known to be non-smokers at time of delivery,526
2020/2021,1,E38000187,NHS Trafford CCG,Women known to be smokers at time of delivery,27
2020/2021,1,E38000187,NHS Trafford CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000205,NHS Wigan Borough CCG,Number of maternities,818
2020/2021,1,E38000205,NHS Wigan Borough CCG,Women known to be non-smokers at time of delivery,704
2020/2021,1,E38000205,NHS Wigan Borough CCG,Women known to be smokers at time of delivery,114
2020/2021,1,E38000205,NHS Wigan Borough CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000217,NHS Manchester CCG,Number of maternities,1834
2020/2021,1,E38000217,NHS Manchester CCG,Women known to be non-smokers at time of delivery,1679
2020/2021,1,E38000217,NHS Manchester CCG,Women known to be smokers at time of delivery,155
2020/2021,1,E38000217,NHS Manchester CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000068,NHS Halton CCG,Number of maternities,290
2020/2021,1,E38000068,NHS Halton CCG,Women known to be non-smokers at time of delivery,238
2020/2021,1,E38000068,NHS Halton CCG,Women known to be smokers at time of delivery,52
2020/2021,1,E38000068,NHS Halton CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000091,NHS Knowsley CCG,Number of maternities,407
2020/2021,1,E38000091,NHS Knowsley CCG,Women known to be non-smokers at time of delivery,352
2020/2021,1,E38000091,NHS Knowsley CCG,Women known to be smokers at time of delivery,54
2020/2021,1,E38000091,NHS Knowsley CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000101,NHS Liverpool CCG,Number of maternities,1260
2020/2021,1,E38000101,NHS Liverpool CCG,Women known to be non-smokers at time of delivery,1111
2020/2021,1,E38000101,NHS Liverpool CCG,Women known to be smokers at time of delivery,148
2020/2021,1,E38000101,NHS Liverpool CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000161,NHS South Sefton CCG,Number of maternities,332
2020/2021,1,E38000161,NHS South Sefton CCG,Women known to be non-smokers at time of delivery,296
2020/2021,1,E38000161,NHS South Sefton CCG,Women known to be smokers at time of delivery,36
2020/2021,1,E38000161,NHS South Sefton CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000170,NHS Southport and Formby CCG,Number of maternities,207
2020/2021,1,E38000170,NHS Southport and Formby CCG,Women known to be non-smokers at time of delivery,178
2020/2021,1,E38000170,NHS Southport and Formby CCG,Women known to be smokers at time of delivery,29
2020/2021,1,E38000170,NHS Southport and Formby CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000172,NHS St Helens CCG,Number of maternities,440
2020/2021,1,E38000172,NHS St Helens CCG,Women known to be non-smokers at time of delivery,368
2020/2021,1,E38000172,NHS St Helens CCG,Women known to be smokers at time of delivery,71
2020/2021,1,E38000172,NHS St Helens CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000194,NHS Warrington CCG,Number of maternities,464
2020/2021,1,E38000194,NHS Warrington CCG,Women known to be non-smokers at time of delivery,431
2020/2021,1,E38000194,NHS Warrington CCG,Women known to be smokers at time of delivery,32
2020/2021,1,E38000194,NHS Warrington CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000208,NHS Wirral CCG,Number of maternities,712
2020/2021,1,E38000208,NHS Wirral CCG,Women known to be non-smokers at time of delivery,629
2020/2021,1,E38000208,NHS Wirral CCG,Women known to be smokers at time of delivery,73
2020/2021,1,E38000208,NHS Wirral CCG,Women whose smoking status was not known at time of delivery,10
2020/2021,1,E38000233,NHS Cheshire CCG,Number of maternities,1257
2020/2021,1,E38000233,NHS Cheshire CCG,Women known to be non-smokers at time of delivery,1118
2020/2021,1,E38000233,NHS Cheshire CCG,Women known to be smokers at time of delivery,130
2020/2021,1,E38000233,NHS Cheshire CCG,Women whose smoking status was not known at time of delivery,9
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Number of maternities,488
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Women known to be non-smokers at time of delivery,428
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Women known to be smokers at time of delivery,60
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000015,NHS Blackpool CCG,Number of maternities,430
2020/2021,1,E38000015,NHS Blackpool CCG,Women known to be non-smokers at time of delivery,337
2020/2021,1,E38000015,NHS Blackpool CCG,Women known to be smokers at time of delivery,92
2020/2021,1,E38000015,NHS Blackpool CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Number of maternities,443
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Women known to be non-smokers at time of delivery,399
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Women known to be smokers at time of delivery,44
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000050,NHS East Lancashire CCG,Number of maternities,984
2020/2021,1,E38000050,NHS East Lancashire CCG,Women known to be non-smokers at time of delivery,848
2020/2021,1,E38000050,NHS East Lancashire CCG,Women known to be smokers at time of delivery,135
2020/2021,1,E38000050,NHS East Lancashire CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000200,NHS West Lancashire CCG,Number of maternities,205
2020/2021,1,E38000200,NHS West Lancashire CCG,Women known to be non-smokers at time of delivery,174
2020/2021,1,E38000200,NHS West Lancashire CCG,Women known to be smokers at time of delivery,31
2020/2021,1,E38000200,NHS West Lancashire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Number of maternities,297
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Women known to be non-smokers at time of delivery,252
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Women known to be smokers at time of delivery,42
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,1,E38000227,NHS Greater Preston CCG,Number of maternities,544
2020/2021,1,E38000227,NHS Greater Preston CCG,Women known to be non-smokers at time of delivery,482
2020/2021,1,E38000227,NHS Greater Preston CCG,Women known to be smokers at time of delivery,62
2020/2021,1,E38000227,NHS Greater Preston CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Number of maternities,609
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Women known to be non-smokers at time of delivery,544
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Women known to be smokers at time of delivery,63
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,2,E92000001,England,Number of maternities,144162
2020/2021,2,E92000001,England,Women known to be non-smokers at time of delivery,128569
2020/2021,2,E92000001,England,Women known to be smokers at time of delivery,14149
2020/2021,2,E92000001,England,Women whose smoking status was not known at time of delivery,1444
2020/2021,2,E40000003,London,Number of maternities,27272
2020/2021,2,E40000003,London,Women known to be non-smokers at time of delivery,25803
2020/2021,2,E40000003,London,Women known to be smokers at time of delivery,1308
2020/2021,2,E40000003,London,Women whose smoking status was not known at time of delivery,161
2020/2021,2,E40000005,South East,Number of maternities,21308
2020/2021,2,E40000005,South East,Women known to be non-smokers at time of delivery,19114
2020/2021,2,E40000005,South East,Women known to be smokers at time of delivery,2037
2020/2021,2,E40000005,South East,Women whose smoking status was not known at time of delivery,157
2020/2021,2,E40000006,South West,Number of maternities,12623
2020/2021,2,E40000006,South West,Women known to be non-smokers at time of delivery,11146
2020/2021,2,E40000006,South West,Women known to be smokers at time of delivery,1368
2020/2021,2,E40000006,South West,Women whose smoking status was not known at time of delivery,109
2020/2021,2,E40000007,East of England,Number of maternities,16310
2020/2021,2,E40000007,East of England,Women known to be non-smokers at time of delivery,14282
2020/2021,2,E40000007,East of England,Women known to be smokers at time of delivery,1474
2020/2021,2,E40000007,East of England,Women whose smoking status was not known at time of delivery,554
2020/2021,2,E40000008,Midlands,Number of maternities,27390
2020/2021,2,E40000008,Midlands,Women known to be non-smokers at time of delivery,23903
2020/2021,2,E40000008,Midlands,Women known to be smokers at time of delivery,3185
2020/2021,2,E40000008,Midlands,Women whose smoking status was not known at time of delivery,302
2020/2021,2,E40000009,North East and Yorkshire,Number of maternities,21123
2020/2021,2,E40000009,North East and Yorkshire,Women known to be non-smokers at time of delivery,18346
2020/2021,2,E40000009,North East and Yorkshire,Women known to be smokers at time of delivery,2674
2020/2021,2,E40000009,North East and Yorkshire,Women whose smoking status was not known at time of delivery,103
2020/2021,2,E40000010,North West,Number of maternities,18136
2020/2021,2,E40000010,North West,Women known to be non-smokers at time of delivery,15975
2020/2021,2,E40000010,North West,Women known to be smokers at time of delivery,2103
2020/2021,2,E40000010,North West,Women whose smoking status was not known at time of delivery,58
2020/2021,2,E54000027,North West London Health and Care Partnership,Number of maternities,5881
2020/2021,2,E54000027,North West London Health and Care Partnership,Women known to be non-smokers at time of delivery,5664
2020/2021,2,E54000027,North West London Health and Care Partnership,Women known to be smokers at time of delivery,206
2020/2021,2,E54000027,North West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,11
2020/2021,2,E54000028,North London Partners in Health and Care,Number of maternities,4296
2020/2021,2,E54000028,North London Partners in Health and Care,Women known to be non-smokers at time of delivery,4036
2020/2021,2,E54000028,North London Partners in Health and Care,Women known to be smokers at time of delivery,237
2020/2021,2,E54000028,North London Partners in Health and Care,Women whose smoking status was not known at time of delivery,23
2020/2021,2,E54000029,East London Health and Care Partnership,Number of maternities,7390
2020/2021,2,E54000029,East London Health and Care Partnership,Women known to be non-smokers at time of delivery,6929
2020/2021,2,E54000029,East London Health and Care Partnership,Women known to be smokers at time of delivery,403
2020/2021,2,E54000029,East London Health and Care Partnership,Women whose smoking status was not known at time of delivery,58
2020/2021,2,E54000030,Our Healthier South East London,Number of maternities,5286
2020/2021,2,E54000030,Our Healthier South East London,Women known to be non-smokers at time of delivery,5014
2020/2021,2,E54000030,Our Healthier South East London,Women known to be smokers at time of delivery,250
2020/2021,2,E54000030,Our Healthier South East London,Women whose smoking status was not known at time of delivery,22
2020/2021,2,E54000031,South West London Health and Care Partnership,Number of maternities,4419
2020/2021,2,E54000031,South West London Health and Care Partnership,Women known to be non-smokers at time of delivery,4160
2020/2021,2,E54000031,South West London Health and Care Partnership,Women known to be smokers at time of delivery,212
2020/2021,2,E54000031,South West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,47
2020/2021,2,E54000032,Kent and Medway,Number of maternities,4545
2020/2021,2,E54000032,Kent and Medway,Women known to be non-smokers at time of delivery,3833
2020/2021,2,E54000032,Kent and Medway,Women known to be smokers at time of delivery,694
2020/2021,2,E54000032,Kent and Medway,Women whose smoking status was not known at time of delivery,18
2020/2021,2,E54000034,Frimley Health and Care ICS,Number of maternities,1960
2020/2021,2,E54000034,Frimley Health and Care ICS,Women known to be non-smokers at time of delivery,1836
2020/2021,2,E54000034,Frimley Health and Care ICS,Women known to be smokers at time of delivery,124
2020/2021,2,E54000034,Frimley Health and Care ICS,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Number of maternities,4266
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Women known to be non-smokers at time of delivery,3783
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Women known to be smokers at time of delivery,425
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Women whose smoking status was not known at time of delivery,58
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Number of maternities,4060
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be non-smokers at time of delivery,3750
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be smokers at time of delivery,293
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women whose smoking status was not known at time of delivery,17
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Number of maternities,2593
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be non-smokers at time of delivery,2427
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be smokers at time of delivery,164
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Women whose smoking status was not known at time of delivery,2
2020/2021,2,E54000053,Sussex Health and Care Partnership,Number of maternities,3884
2020/2021,2,E54000053,Sussex Health and Care Partnership,Women known to be non-smokers at time of delivery,3485
2020/2021,2,E54000053,Sussex Health and Care Partnership,Women known to be smokers at time of delivery,337
2020/2021,2,E54000053,Sussex Health and Care Partnership,Women whose smoking status was not known at time of delivery,62
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Number of maternities,1190
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be non-smokers at time of delivery,1026
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be smokers at time of delivery,161
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,3
2020/2021,2,E54000037,Devon,Number of maternities,2428
2020/2021,2,E54000037,Devon,Women known to be non-smokers at time of delivery,2050
2020/2021,2,E54000037,Devon,Women known to be smokers at time of delivery,318
2020/2021,2,E54000037,Devon,Women whose smoking status was not known at time of delivery,60
2020/2021,2,E54000038,Somerset,Number of maternities,1226
2020/2021,2,E54000038,Somerset,Women known to be non-smokers at time of delivery,1098
2020/2021,2,E54000038,Somerset,Women known to be smokers at time of delivery,119
2020/2021,2,E54000038,Somerset,Women whose smoking status was not known at time of delivery,9
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Number of maternities,2571
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be non-smokers at time of delivery,2321
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be smokers at time of delivery,250
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women whose smoking status was not known at time of delivery,0
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Number of maternities,2165
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be non-smokers at time of delivery,1972
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be smokers at time of delivery,193
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women whose smoking status was not known at time of delivery,0
2020/2021,2,E54000041,Dorset,Number of maternities,1608
2020/2021,2,E54000041,Dorset,Women known to be non-smokers at time of delivery,1408
2020/2021,2,E54000041,Dorset,Women known to be smokers at time of delivery,163
2020/2021,2,E54000041,Dorset,Women whose smoking status was not known at time of delivery,37
2020/2021,2,E54000043,Gloucestershire,Number of maternities,1435
2020/2021,2,E54000043,Gloucestershire,Women known to be non-smokers at time of delivery,1271
2020/2021,2,E54000043,Gloucestershire,Women known to be smokers at time of delivery,164
2020/2021,2,E54000043,Gloucestershire,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Number of maternities,2299
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Women known to be non-smokers at time of delivery,1961
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Women known to be smokers at time of delivery,224
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Women whose smoking status was not known at time of delivery,114
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Number of maternities,2176
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be non-smokers at time of delivery,1870
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be smokers at time of delivery,305
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E54000023,Suffolk and North East Essex,Number of maternities,2273
2020/2021,2,E54000023,Suffolk and North East Essex,Women known to be non-smokers at time of delivery,2021
2020/2021,2,E54000023,Suffolk and North East Essex,Women known to be smokers at time of delivery,207
2020/2021,2,E54000023,Suffolk and North East Essex,Women whose smoking status was not known at time of delivery,45
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Number of maternities,2988
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be non-smokers at time of delivery,2510
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be smokers at time of delivery,241
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women whose smoking status was not known at time of delivery,237
2020/2021,2,E54000025,Hertfordshire and West Essex,Number of maternities,3660
2020/2021,2,E54000025,Hertfordshire and West Essex,Women known to be non-smokers at time of delivery,3336
2020/2021,2,E54000025,Hertfordshire and West Essex,Women known to be smokers at time of delivery,251
2020/2021,2,E54000025,Hertfordshire and West Essex,Women whose smoking status was not known at time of delivery,73
2020/2021,2,E54000026,Mid and South Essex,Number of maternities,2914
2020/2021,2,E54000026,Mid and South Essex,Women known to be non-smokers at time of delivery,2584
2020/2021,2,E54000026,Mid and South Essex,Women known to be smokers at time of delivery,246
2020/2021,2,E54000026,Mid and South Essex,Women whose smoking status was not known at time of delivery,84
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Number of maternities,2814
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Women known to be non-smokers at time of delivery,2469
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Women known to be smokers at time of delivery,322
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Women whose smoking status was not known at time of delivery,23
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Number of maternities,1180
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Women known to be non-smokers at time of delivery,1026
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Women known to be smokers at time of delivery,148
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Women whose smoking status was not known at time of delivery,6
2020/2021,2,E54000012,Joined Up Care Derbyshire,Number of maternities,2462
2020/2021,2,E54000012,Joined Up Care Derbyshire,Women known to be non-smokers at time of delivery,2143
2020/2021,2,E54000012,Joined Up Care Derbyshire,Women known to be smokers at time of delivery,314
2020/2021,2,E54000012,Joined Up Care Derbyshire,Women whose smoking status was not known at time of delivery,5
2020/2021,2,E54000013,Lincolnshire,Number of maternities,1635
2020/2021,2,E54000013,Lincolnshire,Women known to be non-smokers at time of delivery,1369
2020/2021,2,E54000013,Lincolnshire,Women known to be smokers at time of delivery,245
2020/2021,2,E54000013,Lincolnshire,Women whose smoking status was not known at time of delivery,21
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Number of maternities,2529
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be non-smokers at time of delivery,2144
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be smokers at time of delivery,354
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women whose smoking status was not known at time of delivery,31
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Number of maternities,2536
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Women known to be non-smokers at time of delivery,2207
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Women known to be smokers at time of delivery,329
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Women whose smoking status was not known at time of delivery,0
2020/2021,2,E54000016,The Black Country and West Birmingham,Number of maternities,4264
2020/2021,2,E54000016,The Black Country and West Birmingham,Women known to be non-smokers at time of delivery,3756
2020/2021,2,E54000016,The Black Country and West Birmingham,Women known to be smokers at time of delivery,470
2020/2021,2,E54000016,The Black Country and West Birmingham,Women whose smoking status was not known at time of delivery,38
2020/2021,2,E54000017,Birmingham and Solihull,Number of maternities,3883
2020/2021,2,E54000017,Birmingham and Solihull,Women known to be non-smokers at time of delivery,3473
2020/2021,2,E54000017,Birmingham and Solihull,Women known to be smokers at time of delivery,369
2020/2021,2,E54000017,Birmingham and Solihull,Women whose smoking status was not known at time of delivery,41
2020/2021,2,E54000018,Coventry and Warwickshire,Number of maternities,2471
2020/2021,2,E54000018,Coventry and Warwickshire,Women known to be non-smokers at time of delivery,2203
2020/2021,2,E54000018,Coventry and Warwickshire,Women known to be smokers at time of delivery,211
2020/2021,2,E54000018,Coventry and Warwickshire,Women whose smoking status was not known at time of delivery,57
2020/2021,2,E54000019,Herefordshire and Worcestershire,Number of maternities,1708
2020/2021,2,E54000019,Herefordshire and Worcestershire,Women known to be non-smokers at time of delivery,1453
2020/2021,2,E54000019,Herefordshire and Worcestershire,Women known to be smokers at time of delivery,189
2020/2021,2,E54000019,Herefordshire and Worcestershire,Women whose smoking status was not known at time of delivery,66
2020/2021,2,E54000020,Northamptonshire,Number of maternities,1908
2020/2021,2,E54000020,Northamptonshire,Women known to be non-smokers at time of delivery,1660
2020/2021,2,E54000020,Northamptonshire,Women known to be smokers at time of delivery,234
2020/2021,2,E54000020,Northamptonshire,Women whose smoking status was not known at time of delivery,14
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Number of maternities,3766
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Women known to be non-smokers at time of delivery,3273
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Women known to be smokers at time of delivery,467
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Women whose smoking status was not known at time of delivery,26
2020/2021,2,E54000050,Cumbria and North East,Number of maternities,7086
2020/2021,2,E54000050,Cumbria and North East,Women known to be non-smokers at time of delivery,6151
2020/2021,2,E54000050,Cumbria and North East,Women known to be smokers at time of delivery,907
2020/2021,2,E54000050,Cumbria and North East,Women whose smoking status was not known at time of delivery,28
2020/2021,2,E54000051,"Humber, Coast and Vale",Number of maternities,3750
2020/2021,2,E54000051,"Humber, Coast and Vale",Women known to be non-smokers at time of delivery,3224
2020/2021,2,E54000051,"Humber, Coast and Vale",Women known to be smokers at time of delivery,520
2020/2021,2,E54000051,"Humber, Coast and Vale",Women whose smoking status was not known at time of delivery,6
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Number of maternities,6521
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be non-smokers at time of delivery,5698
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be smokers at time of delivery,780
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women whose smoking status was not known at time of delivery,43
2020/2021,2,E54000007,Greater Manchester Health and Social Care Partnership,Number of maternities,8324
2020/2021,2,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be non-smokers at time of delivery,7449
2020/2021,2,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be smokers at time of delivery,874
