QS_id,QS_statement_id,measure_text,measure_type,measure_number,QS_measure_id,measure_number,Numerator,Denominator
11,11.8,Evidence of local arrangements to ensure that people in vulnerable groups who are in acute alcohol withdrawal are considered for admission to hospital for medically assisted withdrawal.,Structure,48,11.8.S1,1,,
11,11.8,"Evidence of local arrangements to ensure that people who need medically assisted alcohol withdrawal are offered treatment within the setting most appropriate to their age, the severity of alcohol dependence, their social support and the presence of any physical or psychiatric comorbidities.",Structure,49,11.8.S2,2,,
11,11.8,Evidence of local commissioning arrangements for provision of community-based medically assisted alcohol withdrawal in accordance with local need.,Structure,50,11.8.S3,3,,
11,11.8,"Evidence of local commissioning arrangements for provision of residential and inpatient medically assisted alcohol withdrawal, including provision for children and young people, and people with highly complex needs such as those at high risk of severe alcohol withdrawal syndromes, and/or with severe physical or psychiatric comorbidity.",Structure,51,11.8.S4,4,,
11,11.8,"Proportion of adults needing medically assisted alcohol withdrawal not requiring an inpatient or residential setting, who complete a successful community-based withdrawal.",Process,52,11.8.P1,1,The number of people in the denominator completing a successful community-based medically assisted alcohol withdrawal.,The number of adults needing medically assisted alcohol withdrawal not requiring an inpatient or residential setting.
11,11.8,Proportion of people needing medically assisted alcohol withdrawal meeting criteria for inpatient or residential care who complete a successful withdrawal in an inpatient or residential setting.,Process,53,11.8.P2,2,The number of people in the denominator completing successful medically assisted alcohol withdrawal in an inpatient or residential setting.,The number of people needing medically assisted alcohol withdrawal meeting criteria for inpatient or residential care.
11,11.8,Proportion of people in defined groups in acute alcohol withdrawal who are admitted to hospital for medically assisted withdrawal.,Process,54,11.8.P3,3,The number of people in the denominator admitted to hospital for medically assisted withdrawal.,The number of people in defined groups in acute alcohol withdrawal.
11,11.8,Decrease in quantity and frequency of alcohol consumption in people needing medically assisted alcohol withdrawal.,Outcome,55,11.8.O1,1,,
11,11.8,Proportion of people undergoing medically assisted alcohol withdrawal (planned or unplanned) who complete withdrawal successfully and without complications.,Outcome,56,11.8.O2,2,The number of people in the denominator completing medically assisted withdrawal successfully and without complications.,The number of people undergoing medically assisted alcohol withdrawal (planned or unplanned).
11,11.9,Evidence of local arrangements to ensure that people undergoing medically assisted alcohol withdrawal are prescribed medication that is administered using drug regimens in accordance with NICE clinical guideline 115 and NICE clinical guideline 100.,Structure,57,11.9.S1,1,,
11,11.9,Proportion of people undergoing planned medically assisted alcohol withdrawal who receive medication using drug regimens in accordance with NICE clinical guideline 115.,Process,58,11.9.P1,1,The number of people in the denominator receiving medication using drug regimens in accordance with NICE clinical guideline 115.,The number of people undergoing medically assisted alcohol withdrawal.
11,11.9,Proportion of people in acute (unplanned) alcohol withdrawal who receive medication using drug regimens in accordance with NICE clinical guideline 100.,Process,59,11.9.P2,2,The number of people in the denominator receiving medication using drug regimens in accordance with NICE clinical guideline 100.,The number of people in acute (unplanned) alcohol withdrawal.
11,11.9,Proportion of people undergoing medically assisted alcohol withdrawal (planned or unplanned) who complete withdrawal successfully and without complications.,Outcome,60,11.9.O1,1,The number of people in the denominator completing medically assisted withdrawal successfully and without complications.,The number of people undergoing medically assisted alcohol withdrawal (planned or unplanned).
11,11.1,"Evidence of local arrangements to ensure that people with suspected, or at high risk of developing, Wernicke's encephalopathy are offered thiamine in accordance with NICE clinical guideline 115 and NICE clinical guideline 100.",Structure,61,11.1.S1,1,,
11,11.1,"Proportion of people misusing alcohol, meeting NICE guidance criteria for prophylactic oral thiamine, who receive oral thiamine.",Process,62,11.1.P1,1,The number of people in the denominator receiving prophylactic oral thiamine.,"The number of people misusing alcohol, meeting NICE guidance criteria for prophylactic oral thiamine."
11,11.1,"Proportion of people misusing alcohol, meeting NICE guidance criteria for parenteral thiamine followed by oral thiamine, who receive parenteral thiamine followed by oral thiamine.",Process,63,11.1.P2,2,The number of people in the denominator receiving parenteral thiamine followed by oral thiamine.,"The number of people misusing alcohol, meeting NICE guidance criteria for parenteral thiamine followed by oral thiamine."
11,11.1,Proportion of people misusing alcohol who have Wernicke's encephalopathy or Wernicke-Korsakoff syndrome.,Outcome,64,11.1.O1,1,the number of people in the denominator with Wernicke's encephalopathy or Wernicke-Korsakoff syndrome.,the number of people misusing alcohol.
11,11.11,"Evidence of local arrangements to ensure that adults who misuse alcohol are offered evidence-based psychological interventions appropriate to their circumstances, in accordance with NICE clinical guideline 115.",Structure,65,11.11.S1,1,,
11,11.11,Evidence of local arrangements to ensure that people with moderate or severe alcohol dependence are considered for relapse prevention medication after a successful medically assisted withdrawal.,Structure,66,11.11.S2,2,,
11,11.11,"Evidence of local formal evaluation of psychological interventions within the commissioning framework, including routine review and follow-up, to ensure adherence to evidence-based practice.",Structure,67,11.11.S3,3,,
11,11.11,Proportion of adults accessing specialist services for alcohol misuse who receive evidence-based psychological interventions in accordance with NICE clinical guideline 115.,Process,68,11.11.P1,1,The number of adults in the denominator receiving evidence-based psychological interventions in accordance with NICE clinical guideline 115.,The number of adults accessing specialist services for alcohol misuse.
11,11.11,Proportion of adults with moderate or severe alcohol dependence completing a successful medically assisted withdrawal who receive relapse prevention medication.,Process,69,11.11.P2,2,The number of adults in the denominator receiving relapse prevention medication.,The number of adults with moderate or severe alcohol dependence completing a successful medically assisted withdrawal.
11,11.11,Decrease in the quantity and frequency of alcohol consumption in people who misuse alcohol.,Outcome,70,11.11.O1,1,,
11,11.11,Reduction in the rates of relapse to heavy drinking.,Outcome,71,11.11.O2,2,,
11,11.12,"Evidence of local provision in specialist services of individual cognitive behavioural therapy and multicomponent programmes of care tailored to children and young people accessing these services for alcohol use, which may include multidimensional family therapy, brief strategic family therapy, functional family therapy or multisystemic therapy.",Structure,72,11.12.S1,1,,
11,11.12,Proportion of children and young people with limited comorbidities and good social support accessing specialist services for alcohol use who receive individual cognitive behavioural therapy.,Process,73,11.12.P1,1,The number of people in the denominator receiving individual cognitive behavioural therapy.,The number of children and young people with limited comorbidities and good social support accessing specialist services for alcohol use.
11,11.12,Proportion of children and young people with significant comorbidities and/or limited social support accessing specialist services for alcohol use who receive a multicomponent treatment programme of care including family or systems therapy.,Process,74,11.12.P2,2,The number of people in the denominator receiving a multicomponent treatment programme of care including family or systems therapy.,The number of children and young people with significant comorbidities or limited social support accessing specialist services for alcohol use.
11,11.12,Decrease in quantity and frequency of alcohol consumption in children and young people with identified alcohol-related problems.,Outcome,75,11.12.O1,1,,
11,11.13,Evidence of local arrangements to ensure that interventions for people receiving specialist treatment for alcohol misuse are the subject of routine outcome monitoring.,Structure,76,11.13.S1,1,,
11,11.13,Evidence of local implementation of the Alcohol Use Disorders Test (AUDIT) and the Alcohol Problems Questionnaire (APQ) for outcome monitoring in specialist alcohol services.,Structure,77,11.13.S2,2,,
11,11.13,Evidence of regular local audit of case files in specialist alcohol services to ensure that people receiving treatment for alcohol misuse have an individualised care plan that is frequently reviewed and revised based on treatment outcomes.,Structure,78,11.13.S3,3,,
11,11.13,Proportion of people receiving specialist treatment for alcohol misuse who have a current individualised care plan.,Process,79,11.13.P1,1,The number of people in the denominator with a current individualised care plan.,The number of people receiving specialist treatment for alcohol misuse.
11,11.13,Proportion of people accessing specialist alcohol services who achieve their treatment goals.,Outcome,80,11.13.O1,1,The number of people in the denominator achieving their treatment goals,The number of people accessing specialist alcohol services.
12,12.1,Evidence of local arrangements to ensure that specialist services carry out the triple diagnostic assessment at a single hospital visit in people referred with suspected breast cancer.,Structure,1,12.1.S1,1,,
12,12.1,Proportion of people with suspected breast cancer referred to specialist services who receive the triple diagnostic assessment in a single visit.,Process,2,12.1.P1,1,The number in the denominator who receive the triple diagnostic assessment in a single visit.,The number of people with suspected breast cancer referred to specialist services.
12,12.1,Stage at diagnosis of breast cancer.,Outcome,3,12.1.O1,1,,
12,12.1,Breast cancer survival rates.,Outcome,4,12.1.O2,2,,
12,12.2,Evidence of local arrangements to ensure that people with biopsy-proven invasive breast cancer or DCIS do not have an MRI scan for preoperative assessment unless there are specific clinical indications for its use.,Structure,5,12.2.S1,1,,
12,12.2,Proportion of MRI scans for preoperative assessment of people with biopsy-proven invasive breast cancer or DCIS in which there is a specific clinical indication for its use.,Process,6,12.2.P1,1,The number in the denominator in which there is a specific clinical indication for preoperative MRI.,The number of MRI scans for preoperative assessment of people with biopsy-proven invasive breast cancer or DCIS.
12,12.2,Patient satisfaction with preoperative treatment of people with biopsy-proven invasive breast cancer or DCIS.,Outcome,7,12.2.O1,1,,
12,12.3,"Evidence of local arrangements to provide gene expression profiling with Oncotype DX for people with ER-positive, HER2-negative and lymph node-negative early breast cancer who are at intermediate risk of distant recurrence.",Structure,8,12.3.S1,1,,
12,12.3,"Proportion of people with ER-positive, HER2-negative and lymph node-negative early breast cancer who are at intermediate risk of distant recurrence who receive gene expression profiling with Oncotype DX.",Process,9,12.3.P1,1,The number in the denominator who receive gene expression profiling with Oncotype DX.,"The number of people with ER-positive, HER2-negative and lymph node-negative early breast cancer who are at intermediate risk of distant recurrence."
12,12.3,Breast cancer recurrence (distant and local).,Outcome,10,12.3.O1,1,,
12,12.3,Incidence of adverse events from chemotherapy. ,Outcome,11,12.3.O2,2,,
12,12.3,Mortality from breast cancer.,Outcome,12,12.3.O3,3,,
12,12.4,Evidence of local arrangements and written clinical protocols to ensure that people with newly diagnosed invasive breast cancer have the ER and HER2 status of the tumour assessed.,Structure,13,12.4.S1,1,,
12,12.4,"Evidence of local arrangements and written clinical protocols to ensure that people with recurrent breast cancer have the ER and HER2 status of the tumour assessed, if clinically appropriate.",Structure,14,12.4.S2,2,,
12,12.4,Proportion of people with newly diagnosed invasive breast cancer who have the ER status of the tumour assessed.,Process,15,12.4.P1,1,The number of people in the denominator who have the ER status of the tumour assessed.,The number of people with newly diagnosed invasive breast cancer.
12,12.4,Proportion of people with newly diagnosed invasive breast cancer who have the HER2 status of the tumour assessed.,Process,16,12.4.P2,2,The number of people in the denominator who have the HER2 status of the tumour assessed.,The number of people with newly diagnosed invasive breast cancer.
12,12.4,"Proportion of people with histologically confirmed recurrent breast cancer who have the ER status of the tumour assessed, if clinically appropriate.",Process,17,12.4.P3,3,"The number of people in the denominator who have the ER status of the tumour assessed, if clinically appropriate.","The number of people in the denominator who have the ER status of the tumour assessed, if clinically appropriate."
12,12.4,"Proportion of people with histologically confirmed recurrent breast cancer who have the HER2 status of the tumour assessed, if clinically appropriate.",Process,18,12.4.P4,4,"The number of people in the denominator who have the HER2 status of the tumour assessed, if clinically appropriate.",The number of people with histologically confirmed recurrent breast cancer.
12,12.4,Breast cancer survival rates.,Outcome,19,12.4.O1,1,,
12,12.5,Evidence of local arrangements to ensure that a multidisciplinary team manages the treatment and care of people with breast cancer who develop metastatic disease.,Structure,20,12.5.S1,1,,
12,12.5,Proportion of people with breast cancer who develop metastatic disease who have their treatment and care managed by a multidisciplinary team.,Process,21,12.5.P1,1,The number in the denominator who have their treatment and care managed by a multidisciplinary team.,The number of people with breast cancer who develop metastatic disease.
12,12.5,Breast cancer recurrence (distant and local).,Outcome,22,12.5.O1,1,,
12,12.5,Incidence of adverse events from chemotherapy.,Outcome,23,12.5.O2,2,,
12,12.5,Mortality from breast cancer.,Outcome,24,12.5.O3,3,,
12,12.6,"Evidence of local arrangements to ensure that people with locally advanced, metastatic or distant recurrent breast cancer are assigned a key worker.",Structure,25,12.6.S1,1,,
12,12.6,Proportion of people with locally advanced breast cancer with an assigned key worker.,Process,26,12.6.P1,1,The number in the denominator with an assigned key worker.,The number of people with locally advanced breast cancer.
12,12.6,Proportion of people with metastatic breast cancer with an assigned key worker.,Process,27,12.6.P2,2,The number in the denominator with an assigned key worker.,The number of people with metastatic breast cancer.
12,12.6,Proportion of people with distant recurrent breast cancer with an assigned key worker.,Process,28,12.6.P3,3,The number in the denominator with an assigned key worker.,The number of people with distant recurrent breast cancer.
12,12.6,Patient satisfaction with information and support received throughout their care for breast cancer.,Outcome,29,12.6.O1,1,,
13,13.1,Evidence of local systems established to systematically identify adults who are likely to be approaching the end of their life.,Structure,1,13.1.S1,1,,
13,13.1,The proportion of adults who have died with progressive life-limiting conditions who were on the palliative care register or had evidence of end of life care planning.,Outcome,2,13.1.O1,1,The number in the denominator who were on the palliative care register or had evidence of end of life care planning,The number of adults who have died with progressive life-limiting conditions.
13,13.2, Evidence of local arrangements to ensure that adults approaching the end of their life have opportunities to discuss advance care planning.,Structure,3,13.2.S1,1,,
13,13.2, Evidence of local arrangements to ensure that advance care planning for adults approaching the end of their life takes into account their holistic needs assessment.,Structure,4,13.2.S2,2,,
13,13.2,Proportion of adults approaching the end of their life who have documented discussions about advance care planning.,Process,5,13.2.P1,1,The number in the denominator who have documented discussions about advance care planning.,The number of adults approaching the end of their life.
13,13.2,Proportion of adults approaching the end of their life whose documented advance care plan takes into account their holistic needs assessment.,Process,6,13.2.P2,2,The number in the denominator whose documented advance care plan takes into account their holistic needs assessment.,The number of adults approaching the end of their life who have a documented advance care plan.
13,13.2,Satisfaction of adults approaching the end of their life with the support they receive to plan their future care.,Outcome,7,13.2.O1,1,The number in the denominator who are satisfied with the support they receive to plan their future care.,The number of adults approaching the end of their life.
13,13.3,Evidence of local processes to coordinate end of life care.,Structure,8,13.3.S1,1,,
13,13.3,Evidence of local arrangements for relevant information about adults approaching the end of their life to be shared with the members of the multipractitioner team involved in their care.,Structure,9,13.3.S2,2,,
13,13.3,Proportion of adults approaching the end of their life whose advance care plan is shared with the practitioners involved in their care.,Process,10,13.3.P1,1,The number in the denominator whose advance care plan is shared with the practitioners involved in their care.,The number of adults approaching the end of their life who have an advance care plan.
13,13.3,Proportion of adults approaching the end of their life whose care is coordinated through the multipractitioner team.,Process,11,13.3.P2,2,The number in the denominator whose care is coordinated through the multipractitioner team.,The number of adults approaching the end of their life.
13,13.3,Proportion of adults approaching the end of their life who are cared for in their preferred place.,Outcome,12,13.3.O1,1,The number in the denominator who are cared for in their preferred place.,The number of adults approaching the end of their life.
13,13.3,Proportion of adults who were identified as approaching the end of their life who had an unplanned admission to hospital.,Outcome,13,13.3.O2,2,The number in the denominator who had an unplanned admission to hospital.,The number of adults identified as approaching the end of their life.
13,13.3,Proportion of adults who were identified as approaching the end of their life who died in their preferred place.,Outcome,14,13.3.O3,3,The number in the denominator who died in their preferred place.,The number of adults identified as approaching the end of their life who have died.
13,13.4,"Evidence of local arrangements to ensure that adults approaching the end of their life have access to support 24 hours a day, 7 days a week.",Structure,15,13.4.S1,1,,
13,13.4,"Proportion of adults approaching the end of their life who have access to a healthcare professional 24 hours a day, 7 days a week.",Process,16,13.4.P1,1,"The number in the denominator who have access to a healthcare professional 24 hours a day, 7 days a week.",The number of adults approaching the end of their life.
13,13.4,Proportion of adults approaching the end of their life who have access to an out-of-hours end of life care advice line.,Process,17,13.4.P2,2,The number in the denominator who have access to an out-of-hours end of life care advice line.,The number of adults approaching the end of their life.
13,13.4,Proportion of adults approaching the end of their life who have access to an out-of-hours pharmacy service that has access to medicines for symptom management in adults approaching the end of their life.,Process,18,13.4.P3,3,The number in the denominator who have access to an out-of-hours pharmacy service that has access to medicines for symptom management in adults approaching the end of their life.,The number of adults approaching the end of their life.
13,13.4,Emergency hospital admissions in the 3 months before death.,Outcome,19,13.4.O1,1,,
13,13.4,"Satisfaction of the person approaching the end of their life, and their carers if appropriate, with the support available.",Outcome,20,13.4.O2,2,,
13,13.5,Evidence that local services are in place to support carers providing end of life care to people at home.,Structure,21,13.5.S1,1,,
13,13.5,Evidence that carers can access support services.,Structure,22,13.5.S2,2,,
13,13.5,Proportion of carers providing end of life care to people at home who are supported to access local services that can provide assistance.,Process,23,13.5.P1,1,The number in the denominator who are supported to access local services that can provide assistance.,The number of carers providing end of life care to people at home.
13,13.5,Proportion of carers providing end of life care to people at home who are satisfied with the support they receive.,Outcome,24,13.5.O1,1,The number in the denominator who are satisfied with the support they receive.,The number of carers providing end of life care to people at home.
13,13.5,Carers' quality of life.,Outcome,25,13.5.O2,2,,
14,14.1,"Evidence of local arrangements to ensure that mental health and social care professionals treat people using mental health services with empathy, dignity and respect.",Structure,1,14.1.S1,1,,
14,14.1,Evidence of local arrangements to ensure that a strategy is developed with other local organisations to combat stigma in the community and the NHS associated with mental health problems.,Structure,2,14.1.S2,2,,
14,14.1,Proportion of people who felt they were treated with respect and dignity by NHS mental health services in the past 12 months.,Process,3,14.1.P1,1,The number in the denominator who felt that they were treated with respect and dignity by NHS mental health services in the past 12 months.,The number of people receiving care from NHS mental health services in the past 12 months.
14,14.1,"Evidence from experience surveys and feedback that people using mental health services feel they are treated with empathy, dignity and respect.",Outcome,4,14.1.O1,1,,
14,14.1,Evidence from experience surveys and feedback that people using mental health services feel less stigmatised in the community and NHS.,Outcome,5,14.1.O2,2,,
14,14.2,"Evidence of local arrangements to ensure that people being assessed by mental health services are given information and have their care explained so they understand the assessment process, their diagnosis and treatment options.",Structure,6,14.2.S1,1,,
14,14.2,"Evidence of local arrangements to ensure that people using mental health services, including people formally detained under the Mental Health Act, are supported in shared decision making.",Structure,7,14.2.S2,2,,
14,14.2,"Evidence from experience surveys and feedback that people being assessed by mental health services understand the assessment process, their diagnosis and treatment options.",Outcome,8,14.2.O1,1,,
14,14.2,"Evidence from experience surveys and feedback that people using mental health services, including people formally detained under the Mental Health Act, feel supported in shared decision making.",Outcome,9,14.2.O2,2,,
14,14.2,Evidence from experience surveys and feedback that people using mental health services feel optimistic that their care will be effective.,Outcome,10,14.2.O3,3,,
14,14.3,Evidence of local arrangements to collect and use the views of people who use mental health services to monitor and improve performance.,Structure,11,14.3.S1,1,,
14,14.3,"Evidence of local arrangements to involve people who use mental health services in monitoring services; for example, using exit interviews undertaken by people who have used services.",Structure,12,14.3.S2,2,,
14,14.3,"Evidence of local arrangements to provide the executive board with reports on acute and non-acute mental health pathways, with a breakdown of people's experience of care according to gender, sexual orientation, socioeconomic status, age, background (including cultural, ethnic and religious background) and disability.",Structure,13,14.3.S3,3,,
14,14.3,Evidence from surveys and feedback that people using mental health services feel that their views are being used to improve services.,Outcome,14,14.3.O1,1,,
14,14.4,Evidence of local arrangements to ensure continuity of support for people using mental health services.,Structure,15,14.4.S1,1,,
14,14.4,Evidence of local arrangements to ensure people using mental health services are given information on the roles of the people involved in their care and how to contact them.,Structure,16,14.4.S2,2,,
14,14.4,Evidence from experience surveys and feedback that people using mental health services understand the roles of the multidisciplinary team members and know how to contact them.,Outcome,17,14.4.O1,1,,
14,14.5,"Evidence of local arrangements to ensure agreed referral methods are in place between primary, community and secondary care services.",Structure,18,14.5.S1,1,,
14,14.5,Evidence of local arrangements to ensure people have access to a local 24-hour helpline staffed by mental health and social care professionals.,Structure,19,14.5.S2,2,,
14,14.5,"Evidence of local arrangements to ensure crisis resolution and home treatment teams are accessible 24 hours a day, 7 days a week, regardless of diagnosis.",Structure,20,14.5.S3,3,,
14,14.5,"Evidence of local arrangements to ensure that people accessing crisis support have a comprehensive assessment, including a crisis plan.",Structure,21,14.5.S4,4,,
14,14.5,Proportion of people with a non-acute referral to mental health services who had a face-to-face appointment that took place within 3 weeks of referral (or within 2 weeks of any change of date).,Process,22,14.5.P1,1,The number of people in the denominator who had a face-to-face appointment that took place within 3 weeks of referral (or within 2 weeks of any change of date).,The number of people with a non-acute referral to mental health services.
14,14.5,Proportion of people being assessed by mental health services who were seen within 20 minutes of the agreed appointment time.,Process,23,14.5.P2,2,The number of people in the denominator who were seen within 20 minutes of the agreed appointment time.,The number of people with an agreed appointment time for a mental health assessment.
14,14.5,Proportion of people in crisis referred to specialist mental health services who were seen within 4 hours.,Process,24,14.5.P3,3,The number of people in the denominator who were seen within 4 hours.,The number of people in crisis referred to specialist mental health services.
14,14.5,Proportion of people admitted to a 'place of safety' who were assessed under the Mental Health Act within 4 hours.,Process,25,14.5.P4,4,The number of people in the denominator who were assessed under the Mental Health Act within 4 hours.,The number of people admitted to a 'place of safety'.
14,14.5,Proportion of people accessing crisis support who have a comprehensive assessment.,Process,26,14.5.P5,5,The number of people in the denominator who have a comprehensive assessment.,The number of people accessing crisis support.
14,14.5,Evidence from experience surveys and feedback that people can access a local helpline 24 hours a day.,Outcome,27,14.5.O1,1,,
14,14.5,"Evidence from experience surveys and feedback that people accessing crisis support were asked about their relationships, their social and living circumstances and level of functioning, as well as their symptoms, behaviour, diagnosis and current treatment.",Outcome,28,14.5.O2,2,,
14,14.6,Evidence of local arrangements to ensure that people using mental health services jointly develop a care plan with mental health and social care professionals.,Structure,29,14.6.S1,1,,
14,14.6,Evidence of local arrangements to ensure that people using mental health services are given a copy of their care plan.,Structure,30,14.6.S2,2,,
14,14.6,Evidence of local arrangements to ensure that people using mental health services have an agreed date to review their care plan.,Structure,31,14.6.S3,3,,
14,14.6,Evidence of local arrangements to ensure that people using mental health services who may be at risk of crisis jointly develop a crisis plan with mental health and social care professionals.,Structure,32,14.6.S4,4,,
14,14.6,Proportion of people using mental health services who have a jointly agreed care plan with mental health and social care professionals.,Process,33,14.6.P1,1,The number of people in the denominator who have a jointly agreed care plan with mental health and social care professionals.,The number of people using mental health services.
14,14.6,Proportion of people using mental health services given a copy of their care plan.,Process,34,14.6.P2,2,The number of people in the denominator given a copy of their care plan.,The number of people using mental health services with a care plan.
14,14.6,Proportion of people using mental health services with an agreed date to review their care plan.,Process,35,14.6.P3,3,The number of people in the denominator with an agreed date to review their care plan.,the number of people using mental health services with a care plan.
14,14.6,Proportion of people using mental health services who may be at risk of crisis who have a crisis plan.,Process,36,14.6.P4,4,The number of people in the denominator who have a crisis plan.,The number of people using mental health services who may be at risk of crisis.
14,14.6,Evidence from experience surveys and feedback that people using mental health services jointly developed a care plan with mental health and social care professionals.,Outcome,37,14.6.O1,1,,
14,14.6,Evidence from experience surveys and feedback that people using mental health services were given a copy of their care plan.,Outcome,38,14.6.O2,2,,
14,14.6,Evidence from experience surveys and feedback that people using mental health services have an agreed date to review their care plan.,Outcome,39,14.6.O3,3,,
14,14.6,Evidence from experience surveys and feedback that people using mental health services who may be at risk of crisis jointly develop a crisis plan with mental health and social care professionals.,Outcome,40,14.6.O4,4,,
14,14.7,Evidence of local arrangements to ensure that people staying in hospital can see a known mental healthcare professional on a one-to-one basis every day for at least 1 hour.,Structure,41,14.7.S1,1,,
14,14.7,Evidence of local arrangements to ensure that people staying in hospital can see their consultant on a one-to-one basis at least once a week for at least 20 minutes.,Structure,42,14.7.S2,2,,
14,14.7,Evidence of local arrangements to ensure that people staying in hospital are given an opportunity to meet a specialist mental health pharmacist.,Structure,43,14.7.S3,3,,
14,14.7,,Process,44,14.7.P1,1,The number of people in the denominator who saw a mental healthcare professional known to the person using services on a one-to-one basis every day for at least 1 hour.,The number of people admitted as inpatients to mental health services.
14,14.7,,Process,45,14.7.P2,2,The number of people in the denominator who saw their consultant on a one-to-one basis at least once a week for at least 20 minutes.,The number of people admitted as inpatients to mental health services.
14,14.7,,Process,46,14.7.P3,3,The number of people in the denominator who saw a specialist mental health pharmacist.,The number of people admitted as inpatients to mental health services.
14,14.7,,Outcome,47,14.7.O1,1,,
14,14.7,,Outcome,48,14.7.O2,2,,
14,14.7,,Outcome,49,14.7.O3,3,,
14,14.8,"Evidence of local arrangements to ensure that people staying in hospital have access to meaningful and culturally appropriate activities 7 days a week, not restricted to 9am to 5pm.",Structure,50,14.8.S1,1,,
14,14.8,"Evidence from experience surveys and feedback that people staying in hospital felt they could access meaningful and culturally appropriate activities 7 days a week, not restricted to 9am to 5pm.",Outcome,51,14.8.O1,1,,
15,15.1,"Evidence of local arrangements to provide guidance to staff on how to treat people with empathy, dignity and respect.",Structure,1,15.1.S1,1,,
15,15.1,Proportion of people who feel they are treated with respect and dignity while staying in hospital.,Process,2,15.1.P1,1,The number in the denominator who feel they are treated with respect and dignity.,The number of people who stayed overnight in hospital.
15,15.1,Proportion of people who feel they were treated with care and concern by a healthcare professional at their last GP appointment.,Process,3,15.1.P2,2,The number in the denominator who feel the healthcare professional was good or very good at treating them with care and concern.,The number of people reporting on their most recent appointment with their current GP practice.
15,15.1,Proportion of people who feel they were treated with respect and dignity by their dentist at their last visit.,Process,4,15.1.P3,3,The number in the denominator who feel they were treated with respect and dignity by their dentist at their last visit.,The number of people reporting on their last visit to see their dentist.
15,15.1,"Evidence from patient experience surveys and feedback that people using NHS services feel they have been treated with empathy, dignity and respect.",Outcome,5,15.1.O1,1,,
15,15.2,Evidence of local arrangements to ensure that patients are aware of all healthcare professionals involved in their care. This should include the roles and responsibilities of the members of the healthcare team and how to contact them about ongoing healthcare needs.,Structure,6,15.2.S1,1,,
15,15.2,"Evidence of local arrangements to ensure continuity of care and that, whenever possible, people see the same healthcare professional or team throughout a single episode of care.",Structure,7,15.2.S2,2,,
15,15.2,Proportion of people staying in hospital who knew which nurse was in charge of looking after them.,Process,8,15.2.P1,1,The number in the denominator who felt they knew which nurse was in charge of looking after them.,The number of people staying overnight in hospital.
15,15.2,Proportion of people staying in hospital who were told who to contact if they were worried about their condition or treatment after they left hospital.,Process,9,15.2.P2,2,The number in the denominator who were told who to contact if they were worried about their condition or treatment after they left hospital.,The number of people staying overnight in hospital.
15,15.2,Proportion of people attending an emergency department who were told who to contact if they were concerned about their condition or treatment after they left.,Process,10,15.2.P3,3,The number in the denominator who were told who to contact if they were worried about their condition or treatment after they left the department.,The number of people attending a type 1 or type 3 emergency department.
15,15.2,"Evidence from patient experience surveys and feedback that patients were aware of all healthcare professionals involved in their care, and the roles and responsibilities of the members of the healthcare team.",Outcome,11,15.2.O1,1,,
15,15.2,Evidence from patient experience surveys and feedback that patients saw the same healthcare professional or team throughout a single episode of care.,Outcome,12,15.2.O2,2,,
15,15.2,"Evidence from patient experience surveys and feedback that patients know who to contact, how to contact them and when to make contact about their ongoing healthcare needs.",Outcome,13,15.2.O3,3,,
15,15.3,Evidence of local arrangements to support coordinated care through clear and accurate information exchange between relevant health and social care professionals.,Structure,14,15.3.S1,1,,
15,15.3,Proportion of people staying in hospital who thought that the specialist they saw in hospital had been given all the necessary information about their condition or illness from the person who referred them.,Process,15,15.3.P1,1,The number in the denominator who thought that the specialist they saw in hospital been given all the necessary information about their condition or illness from the person who referred them.,The number of people staying overnight in hospital as a planned admission.
15,15.3,Proportion of all cancer patients who thought that their GP was given enough information about their condition and the treatment they had at hospital.,Process,16,15.3.P2,2,The number in the denominator who thought that their GP was given enough information about their condition and the treatment they had at the hospital.,The number of people with a confirmed primary diagnosis of cancer admitted to hospital as an inpatient or day case for cancer-related treatment.
15,15.3,Evidence from patient experience surveys and feedback that people feel that information about their care was shared clearly and accurately between relevant health and social care professionals.,Outcome,17,15.3.O1,1,,
15,15.4,"Evidence of local arrangements to ensure that people have opportunities to discuss their health beliefs, concerns and preferences.",Structure,18,15.4.S1,1,,
15,15.4,"Evidence of local arrangements to ensure that people's needs and preferences are assessed, addressed and regularly reviewed.",Structure,19,15.4.S2,2,,
15,15.4,Evidence of local arrangements to ensure that care and treatment is tailored to people's needs and personal preferences.,Structure,20,15.4.S3,3,,
15,15.4,"Proportion of people given the opportunity to discuss their health beliefs, concerns and preferences.",Process,21,15.4.P1,1,"The number of people in the denominator who were given the opportunity to discuss their health beliefs, concerns and preferences.",The number of people accessing NHS services.
15,15.4,"Proportion of people with care tailored to their needs and preferences, taking into account their circumstances, their ability to access services and their coexisting conditions.",Process,22,15.4.P2,2,"The number of people in the denominator whose care was tailored to their needs and preferences, taking into account their circumstances, their ability to access services and their coexisting conditions.",The number of people accessing NHS services.
15,15.4,"Proportion of people accessing NHS services who have their needs and preferences assessed, addressed and regularly reviewed.",Process,23,15.4.P3,3,"The number of people in the denominator who have their physical and psychological needs regularly assessed, addressed and regularly reviewed.",The number of people accessing NHS services.
15,15.4,"Evidence from patient experience surveys and feedback that people feel their care has been informed by their health beliefs, concerns and preferences.",Outcome,24,15.4.O1,1,,
