FinancialYear,Quarter,OrgCode,OrgName,Measure,Value 
2020/2021,1,E38000064,NHS Greater Huddersfield CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000121,NHS North Kirklees CCG,Number of maternities,568.0
2020/2021,1,E38000121,NHS North Kirklees CCG,Women known to be non-smokers at time of delivery,506.0
2020/2021,1,E38000121,NHS North Kirklees CCG,Women known to be smokers at time of delivery,60.0
2020/2021,1,E38000121,NHS North Kirklees CCG,Women whose smoking status was not known at time of delivery,2.0
2020/2021,1,E38000190,NHS Wakefield CCG,Number of maternities,914.0
2020/2021,1,E38000190,NHS Wakefield CCG,Women known to be non-smokers at time of delivery,768.0
2020/2021,1,E38000190,NHS Wakefield CCG,Women known to be smokers at time of delivery,142.0
2020/2021,1,E38000190,NHS Wakefield CCG,Women whose smoking status was not known at time of delivery,4.0
2020/2021,1,E38000225,NHS Leeds CCG,Number of maternities,2267.0
2020/2021,1,E38000225,NHS Leeds CCG,Women known to be non-smokers at time of delivery,1956.0
2020/2021,1,E38000225,NHS Leeds CCG,Women known to be smokers at time of delivery,271.0
2020/2021,1,E38000225,NHS Leeds CCG,Women whose smoking status was not known at time of delivery,40.0
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Number of maternities,1631.0
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Women known to be non-smokers at time of delivery,1419.0
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Women known to be smokers at time of delivery,209.0
2020/2021,1,E38000232,NHS Bradford District and Craven CCG,Women whose smoking status was not known at time of delivery,3.0
2020/2021,1,E38000016,NHS Bolton CCG,Number of maternities,921.0
2020/2021,1,E38000016,NHS Bolton CCG,Women known to be non-smokers at time of delivery,800.0
2020/2021,1,E38000016,NHS Bolton CCG,Women known to be smokers at time of delivery,120.0
2020/2021,1,E38000016,NHS Bolton CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000024,NHS Bury CCG,Number of maternities,529.0
2020/2021,1,E38000024,NHS Bury CCG,Women known to be non-smokers at time of delivery,475.0
2020/2021,1,E38000024,NHS Bury CCG,Women known to be smokers at time of delivery,54.0
2020/2021,1,E38000024,NHS Bury CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Number of maternities,668.0
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Women known to be non-smokers at time of delivery,581.0
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Women known to be smokers at time of delivery,87.0
2020/2021,1,E38000080,"NHS Heywood, Middleton and Rochdale CCG",Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000135,NHS Oldham CCG,Number of maternities,723.0
2020/2021,1,E38000135,NHS Oldham CCG,Women known to be non-smokers at time of delivery,649.0
2020/2021,1,E38000135,NHS Oldham CCG,Women known to be smokers at time of delivery,74.0
2020/2021,1,E38000135,NHS Oldham CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000143,NHS Salford CCG,Number of maternities,867.0
2020/2021,1,E38000143,NHS Salford CCG,Women known to be non-smokers at time of delivery,784.0
2020/2021,1,E38000143,NHS Salford CCG,Women known to be smokers at time of delivery,83.0
2020/2021,1,E38000143,NHS Salford CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000174,NHS Stockport CCG,Number of maternities,798.0
2020/2021,1,E38000174,NHS Stockport CCG,Women known to be non-smokers at time of delivery,739.0
2020/2021,1,E38000174,NHS Stockport CCG,Women known to be smokers at time of delivery,59.0
2020/2021,1,E38000174,NHS Stockport CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Number of maternities,618.0
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Women known to be non-smokers at time of delivery,552.0
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Women known to be smokers at time of delivery,66.0
2020/2021,1,E38000182,NHS Tameside and Glossop CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000187,NHS Trafford CCG,Number of maternities,553.0
2020/2021,1,E38000187,NHS Trafford CCG,Women known to be non-smokers at time of delivery,526.0
2020/2021,1,E38000187,NHS Trafford CCG,Women known to be smokers at time of delivery,27.0
2020/2021,1,E38000187,NHS Trafford CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000205,NHS Wigan Borough CCG,Number of maternities,818.0
2020/2021,1,E38000205,NHS Wigan Borough CCG,Women known to be non-smokers at time of delivery,704.0
2020/2021,1,E38000205,NHS Wigan Borough CCG,Women known to be smokers at time of delivery,114.0
2020/2021,1,E38000205,NHS Wigan Borough CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000217,NHS Manchester CCG,Number of maternities,1834.0
2020/2021,1,E38000217,NHS Manchester CCG,Women known to be non-smokers at time of delivery,1679.0
2020/2021,1,E38000217,NHS Manchester CCG,Women known to be smokers at time of delivery,155.0
2020/2021,1,E38000217,NHS Manchester CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000068,NHS Halton CCG,Number of maternities,290.0
2020/2021,1,E38000068,NHS Halton CCG,Women known to be non-smokers at time of delivery,238.0
2020/2021,1,E38000068,NHS Halton CCG,Women known to be smokers at time of delivery,52.0
2020/2021,1,E38000068,NHS Halton CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000091,NHS Knowsley CCG,Number of maternities,407.0
2020/2021,1,E38000091,NHS Knowsley CCG,Women known to be non-smokers at time of delivery,352.0
2020/2021,1,E38000091,NHS Knowsley CCG,Women known to be smokers at time of delivery,54.0
2020/2021,1,E38000091,NHS Knowsley CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000101,NHS Liverpool CCG,Number of maternities,1260.0
2020/2021,1,E38000101,NHS Liverpool CCG,Women known to be non-smokers at time of delivery,1111.0
2020/2021,1,E38000101,NHS Liverpool CCG,Women known to be smokers at time of delivery,148.0
2020/2021,1,E38000101,NHS Liverpool CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000161,NHS South Sefton CCG,Number of maternities,332.0
2020/2021,1,E38000161,NHS South Sefton CCG,Women known to be non-smokers at time of delivery,296.0
2020/2021,1,E38000161,NHS South Sefton CCG,Women known to be smokers at time of delivery,36.0
2020/2021,1,E38000161,NHS South Sefton CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000170,NHS Southport and Formby CCG,Number of maternities,207.0
2020/2021,1,E38000170,NHS Southport and Formby CCG,Women known to be non-smokers at time of delivery,178.0
2020/2021,1,E38000170,NHS Southport and Formby CCG,Women known to be smokers at time of delivery,29.0
2020/2021,1,E38000170,NHS Southport and Formby CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000172,NHS St Helens CCG,Number of maternities,440.0
2020/2021,1,E38000172,NHS St Helens CCG,Women known to be non-smokers at time of delivery,368.0
2020/2021,1,E38000172,NHS St Helens CCG,Women known to be smokers at time of delivery,71.0
2020/2021,1,E38000172,NHS St Helens CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000194,NHS Warrington CCG,Number of maternities,464.0
2020/2021,1,E38000194,NHS Warrington CCG,Women known to be non-smokers at time of delivery,431.0
2020/2021,1,E38000194,NHS Warrington CCG,Women known to be smokers at time of delivery,32.0
2020/2021,1,E38000194,NHS Warrington CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000208,NHS Wirral CCG,Number of maternities,712.0
2020/2021,1,E38000208,NHS Wirral CCG,Women known to be non-smokers at time of delivery,629.0
2020/2021,1,E38000208,NHS Wirral CCG,Women known to be smokers at time of delivery,73.0
2020/2021,1,E38000208,NHS Wirral CCG,Women whose smoking status was not known at time of delivery,10.0
2020/2021,1,E38000233,NHS Cheshire CCG,Number of maternities,1257.0
2020/2021,1,E38000233,NHS Cheshire CCG,Women known to be non-smokers at time of delivery,1118.0
2020/2021,1,E38000233,NHS Cheshire CCG,Women known to be smokers at time of delivery,130.0
2020/2021,1,E38000233,NHS Cheshire CCG,Women whose smoking status was not known at time of delivery,9.0
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Number of maternities,488.0
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Women known to be non-smokers at time of delivery,428.0
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Women known to be smokers at time of delivery,60.0
2020/2021,1,E38000014,NHS Blackburn with Darwen CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000015,NHS Blackpool CCG,Number of maternities,430.0
2020/2021,1,E38000015,NHS Blackpool CCG,Women known to be non-smokers at time of delivery,337.0
2020/2021,1,E38000015,NHS Blackpool CCG,Women known to be smokers at time of delivery,92.0
2020/2021,1,E38000015,NHS Blackpool CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Number of maternities,443.0
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Women known to be non-smokers at time of delivery,399.0
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Women known to be smokers at time of delivery,44.0
2020/2021,1,E38000034,NHS Chorley and South Ribble CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000050,NHS East Lancashire CCG,Number of maternities,984.0
2020/2021,1,E38000050,NHS East Lancashire CCG,Women known to be non-smokers at time of delivery,848.0
2020/2021,1,E38000050,NHS East Lancashire CCG,Women known to be smokers at time of delivery,135.0
2020/2021,1,E38000050,NHS East Lancashire CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000200,NHS West Lancashire CCG,Number of maternities,205.0
2020/2021,1,E38000200,NHS West Lancashire CCG,Women known to be non-smokers at time of delivery,174.0
2020/2021,1,E38000200,NHS West Lancashire CCG,Women known to be smokers at time of delivery,31.0
2020/2021,1,E38000200,NHS West Lancashire CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Number of maternities,297.0
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Women known to be non-smokers at time of delivery,252.0
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Women known to be smokers at time of delivery,42.0
2020/2021,1,E38000226,NHS Fylde and Wyre CCG,Women whose smoking status was not known at time of delivery,3.0
2020/2021,1,E38000227,NHS Greater Preston CCG,Number of maternities,544.0
2020/2021,1,E38000227,NHS Greater Preston CCG,Women known to be non-smokers at time of delivery,482.0
2020/2021,1,E38000227,NHS Greater Preston CCG,Women known to be smokers at time of delivery,62.0
2020/2021,1,E38000227,NHS Greater Preston CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Number of maternities,609.0
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Women known to be non-smokers at time of delivery,544.0
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Women known to be smokers at time of delivery,63.0
2020/2021,1,E38000228,NHS Morecambe Bay CCG,Women whose smoking status was not known at time of delivery,2.0
2020/2021,2,E92000001,England,Number of maternities,144162.0
2020/2021,2,E92000001,England,Women known to be non-smokers at time of delivery,128569.0
2020/2021,2,E92000001,England,Women known to be smokers at time of delivery,14149.0
2020/2021,2,E92000001,England,Women whose smoking status was not known at time of delivery,1444.0
2020/2021,2,E40000003,London,Number of maternities,27272.0
2020/2021,2,E40000003,London,Women known to be non-smokers at time of delivery,25803.0
2020/2021,2,E40000003,London,Women known to be smokers at time of delivery,1308.0
2020/2021,2,E40000003,London,Women whose smoking status was not known at time of delivery,161.0
2020/2021,2,E40000005,South East,Number of maternities,21308.0
2020/2021,2,E40000005,South East,Women known to be non-smokers at time of delivery,19114.0
2020/2021,2,E40000005,South East,Women known to be smokers at time of delivery,2037.0
2020/2021,2,E40000005,South East,Women whose smoking status was not known at time of delivery,157.0
2020/2021,2,E40000006,South West,Number of maternities,12623.0
2020/2021,2,E40000006,South West,Women known to be non-smokers at time of delivery,11146.0
2020/2021,2,E40000006,South West,Women known to be smokers at time of delivery,1368.0
2020/2021,2,E40000006,South West,Women whose smoking status was not known at time of delivery,109.0
2020/2021,2,E40000007,East of England,Number of maternities,16310.0
2020/2021,2,E40000007,East of England,Women known to be non-smokers at time of delivery,14282.0
2020/2021,2,E40000007,East of England,Women known to be smokers at time of delivery,1474.0
2020/2021,2,E40000007,East of England,Women whose smoking status was not known at time of delivery,554.0
2020/2021,2,E40000008,Midlands,Number of maternities,27390.0
2020/2021,2,E40000008,Midlands,Women known to be non-smokers at time of delivery,23903.0
2020/2021,2,E40000008,Midlands,Women known to be smokers at time of delivery,3185.0
2020/2021,2,E40000008,Midlands,Women whose smoking status was not known at time of delivery,302.0
2020/2021,2,E40000009,North East and Yorkshire,Number of maternities,21123.0
2020/2021,2,E40000009,North East and Yorkshire,Women known to be non-smokers at time of delivery,18346.0
2020/2021,2,E40000009,North East and Yorkshire,Women known to be smokers at time of delivery,2674.0
2020/2021,2,E40000009,North East and Yorkshire,Women whose smoking status was not known at time of delivery,103.0
2020/2021,2,E40000010,North West,Number of maternities,18136.0
2020/2021,2,E40000010,North West,Women known to be non-smokers at time of delivery,15975.0
2020/2021,2,E40000010,North West,Women known to be smokers at time of delivery,2103.0
2020/2021,2,E40000010,North West,Women whose smoking status was not known at time of delivery,58.0
2020/2021,2,E54000027,North West London Health and Care Partnership,Number of maternities,5881.0
2020/2021,2,E54000027,North West London Health and Care Partnership,Women known to be non-smokers at time of delivery,5664.0
2020/2021,2,E54000027,North West London Health and Care Partnership,Women known to be smokers at time of delivery,206.0
2020/2021,2,E54000027,North West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,11.0
2020/2021,2,E54000028,North London Partners in Health and Care,Number of maternities,4296.0
2020/2021,2,E54000028,North London Partners in Health and Care,Women known to be non-smokers at time of delivery,4036.0
2020/2021,2,E54000028,North London Partners in Health and Care,Women known to be smokers at time of delivery,237.0
2020/2021,2,E54000028,North London Partners in Health and Care,Women whose smoking status was not known at time of delivery,23.0
2020/2021,2,E54000029,East London Health and Care Partnership,Number of maternities,7390.0
2020/2021,2,E54000029,East London Health and Care Partnership,Women known to be non-smokers at time of delivery,6929.0
2020/2021,2,E54000029,East London Health and Care Partnership,Women known to be smokers at time of delivery,403.0
2020/2021,2,E54000029,East London Health and Care Partnership,Women whose smoking status was not known at time of delivery,58.0
2020/2021,2,E54000030,Our Healthier South East London,Number of maternities,5286.0
2020/2021,2,E54000030,Our Healthier South East London,Women known to be non-smokers at time of delivery,5014.0
2020/2021,2,E54000030,Our Healthier South East London,Women known to be smokers at time of delivery,250.0
2020/2021,2,E54000030,Our Healthier South East London,Women whose smoking status was not known at time of delivery,22.0
2020/2021,2,E54000031,South West London Health and Care Partnership,Number of maternities,4419.0
2020/2021,2,E54000031,South West London Health and Care Partnership,Women known to be non-smokers at time of delivery,4160.0
2020/2021,2,E54000031,South West London Health and Care Partnership,Women known to be smokers at time of delivery,212.0
2020/2021,2,E54000031,South West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,47.0
2020/2021,2,E54000032,Kent and Medway,Number of maternities,4545.0
2020/2021,2,E54000032,Kent and Medway,Women known to be non-smokers at time of delivery,3833.0
2020/2021,2,E54000032,Kent and Medway,Women known to be smokers at time of delivery,694.0
2020/2021,2,E54000032,Kent and Medway,Women whose smoking status was not known at time of delivery,18.0
2020/2021,2,E54000034,Frimley Health and Care ICS,Number of maternities,1960.0
2020/2021,2,E54000034,Frimley Health and Care ICS,Women known to be non-smokers at time of delivery,1836.0
2020/2021,2,E54000034,Frimley Health and Care ICS,Women known to be smokers at time of delivery,124.0
2020/2021,2,E54000034,Frimley Health and Care ICS,Women whose smoking status was not known at time of delivery,0.0
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Number of maternities,4266.0
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Women known to be non-smokers at time of delivery,3783.0
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Women known to be smokers at time of delivery,425.0
2020/2021,2,E54000042,Hampshire and the Isle of Wight,Women whose smoking status was not known at time of delivery,58.0
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Number of maternities,4060.0
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be non-smokers at time of delivery,3750.0
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be smokers at time of delivery,293.0
2020/2021,2,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women whose smoking status was not known at time of delivery,17.0
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Number of maternities,2593.0
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be non-smokers at time of delivery,2427.0
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be smokers at time of delivery,164.0
2020/2021,2,E54000052,Surrey Heartlands Health and Care Partnership,Women whose smoking status was not known at time of delivery,2.0
2020/2021,2,E54000053,Sussex Health and Care Partnership,Number of maternities,3884.0
2020/2021,2,E54000053,Sussex Health and Care Partnership,Women known to be non-smokers at time of delivery,3485.0
2020/2021,2,E54000053,Sussex Health and Care Partnership,Women known to be smokers at time of delivery,337.0
2020/2021,2,E54000053,Sussex Health and Care Partnership,Women whose smoking status was not known at time of delivery,62.0
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Number of maternities,1190.0
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be non-smokers at time of delivery,1026.0
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be smokers at time of delivery,161.0
2020/2021,2,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,3.0
2020/2021,2,E54000037,Devon,Number of maternities,2428.0
2020/2021,2,E54000037,Devon,Women known to be non-smokers at time of delivery,2050.0
2020/2021,2,E54000037,Devon,Women known to be smokers at time of delivery,318.0
2020/2021,2,E54000037,Devon,Women whose smoking status was not known at time of delivery,60.0
2020/2021,2,E54000038,Somerset,Number of maternities,1226.0
2020/2021,2,E54000038,Somerset,Women known to be non-smokers at time of delivery,1098.0
2020/2021,2,E54000038,Somerset,Women known to be smokers at time of delivery,119.0
2020/2021,2,E54000038,Somerset,Women whose smoking status was not known at time of delivery,9.0
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Number of maternities,2571.0
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be non-smokers at time of delivery,2321.0
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be smokers at time of delivery,250.0
2020/2021,2,E54000039,"Bristol, North Somerset and South Gloucestershire",Women whose smoking status was not known at time of delivery,0.0
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Number of maternities,2165.0
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be non-smokers at time of delivery,1972.0
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be smokers at time of delivery,193.0
2020/2021,2,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women whose smoking status was not known at time of delivery,0.0
2020/2021,2,E54000041,Dorset,Number of maternities,1608.0
2020/2021,2,E54000041,Dorset,Women known to be non-smokers at time of delivery,1408.0
2020/2021,2,E54000041,Dorset,Women known to be smokers at time of delivery,163.0
2020/2021,2,E54000041,Dorset,Women whose smoking status was not known at time of delivery,37.0
2020/2021,2,E54000043,Gloucestershire,Number of maternities,1435.0
2020/2021,2,E54000043,Gloucestershire,Women known to be non-smokers at time of delivery,1271.0
2020/2021,2,E54000043,Gloucestershire,Women known to be smokers at time of delivery,164.0
2020/2021,2,E54000043,Gloucestershire,Women whose smoking status was not known at time of delivery,0.0
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Number of maternities,2299.0
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Women known to be non-smokers at time of delivery,1961.0
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Women known to be smokers at time of delivery,224.0
2020/2021,2,E54000021,Cambridgeshire and Peterborough,Women whose smoking status was not known at time of delivery,114.0
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Number of maternities,2176.0
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be non-smokers at time of delivery,1870.0
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be smokers at time of delivery,305.0
2020/2021,2,E54000022,Norfolk and Waveney Health and Care Partnership,Women whose smoking status was not known at time of delivery,1.0
2020/2021,2,E54000023,Suffolk and North East Essex,Number of maternities,2273.0
2020/2021,2,E54000023,Suffolk and North East Essex,Women known to be non-smokers at time of delivery,2021.0
2020/2021,2,E54000023,Suffolk and North East Essex,Women known to be smokers at time of delivery,207.0
2020/2021,2,E54000023,Suffolk and North East Essex,Women whose smoking status was not known at time of delivery,45.0
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Number of maternities,2988.0
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be non-smokers at time of delivery,2510.0
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be smokers at time of delivery,241.0
2020/2021,2,E54000024,"Bedfordshire, Luton and Milton Keynes",Women whose smoking status was not known at time of delivery,237.0
2020/2021,2,E54000025,Hertfordshire and West Essex,Number of maternities,3660.0
2020/2021,2,E54000025,Hertfordshire and West Essex,Women known to be non-smokers at time of delivery,3336.0
2020/2021,2,E54000025,Hertfordshire and West Essex,Women known to be smokers at time of delivery,251.0
2020/2021,2,E54000025,Hertfordshire and West Essex,Women whose smoking status was not known at time of delivery,73.0
2020/2021,2,E54000026,Mid and South Essex,Number of maternities,2914.0
2020/2021,2,E54000026,Mid and South Essex,Women known to be non-smokers at time of delivery,2584.0
2020/2021,2,E54000026,Mid and South Essex,Women known to be smokers at time of delivery,246.0
2020/2021,2,E54000026,Mid and South Essex,Women whose smoking status was not known at time of delivery,84.0
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Number of maternities,2814.0
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Women known to be non-smokers at time of delivery,2469.0
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Women known to be smokers at time of delivery,322.0
2020/2021,2,E54000010,Staffordshire and Stoke on Trent,Women whose smoking status was not known at time of delivery,23.0
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Number of maternities,1180.0
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Women known to be non-smokers at time of delivery,1026.0
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Women known to be smokers at time of delivery,148.0
2020/2021,2,E54000011,Shropshire and Telford and Wrekin,Women whose smoking status was not known at time of delivery,6.0
2020/2021,2,E54000012,Joined Up Care Derbyshire,Number of maternities,2462.0
2020/2021,2,E54000012,Joined Up Care Derbyshire,Women known to be non-smokers at time of delivery,2143.0
2020/2021,2,E54000012,Joined Up Care Derbyshire,Women known to be smokers at time of delivery,314.0
2020/2021,2,E54000012,Joined Up Care Derbyshire,Women whose smoking status was not known at time of delivery,5.0
2020/2021,2,E54000013,Lincolnshire,Number of maternities,1635.0
2020/2021,2,E54000013,Lincolnshire,Women known to be non-smokers at time of delivery,1369.0
2020/2021,2,E54000013,Lincolnshire,Women known to be smokers at time of delivery,245.0
2020/2021,2,E54000013,Lincolnshire,Women whose smoking status was not known at time of delivery,21.0
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Number of maternities,2529.0
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be non-smokers at time of delivery,2144.0
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be smokers at time of delivery,354.0
2020/2021,2,E54000014,Nottingham and Nottinghamshire Health and Care,Women whose smoking status was not known at time of delivery,31.0
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Number of maternities,2536.0
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Women known to be non-smokers at time of delivery,2207.0
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Women known to be smokers at time of delivery,329.0
2020/2021,2,E54000015,"Leicester, Leicestershire and Rutland",Women whose smoking status was not known at time of delivery,0.0
2020/2021,2,E54000016,The Black Country and West Birmingham,Number of maternities,4264.0
2020/2021,2,E54000016,The Black Country and West Birmingham,Women known to be non-smokers at time of delivery,3756.0
2020/2021,2,E54000016,The Black Country and West Birmingham,Women known to be smokers at time of delivery,470.0
2020/2021,2,E54000016,The Black Country and West Birmingham,Women whose smoking status was not known at time of delivery,38.0
2020/2021,2,E54000017,Birmingham and Solihull,Number of maternities,3883.0
2020/2021,2,E54000017,Birmingham and Solihull,Women known to be non-smokers at time of delivery,3473.0
2020/2021,2,E54000017,Birmingham and Solihull,Women known to be smokers at time of delivery,369.0
2020/2021,2,E54000017,Birmingham and Solihull,Women whose smoking status was not known at time of delivery,41.0
2020/2021,2,E54000018,Coventry and Warwickshire,Number of maternities,2471.0
2020/2021,2,E54000018,Coventry and Warwickshire,Women known to be non-smokers at time of delivery,2203.0
2020/2021,2,E54000018,Coventry and Warwickshire,Women known to be smokers at time of delivery,211.0
2020/2021,2,E54000018,Coventry and Warwickshire,Women whose smoking status was not known at time of delivery,57.0
2020/2021,2,E54000019,Herefordshire and Worcestershire,Number of maternities,1708.0
2020/2021,2,E54000019,Herefordshire and Worcestershire,Women known to be non-smokers at time of delivery,1453.0
2020/2021,2,E54000019,Herefordshire and Worcestershire,Women known to be smokers at time of delivery,189.0
2020/2021,2,E54000019,Herefordshire and Worcestershire,Women whose smoking status was not known at time of delivery,66.0
2020/2021,2,E54000020,Northamptonshire,Number of maternities,1908.0
2020/2021,2,E54000020,Northamptonshire,Women known to be non-smokers at time of delivery,1660.0
2020/2021,2,E54000020,Northamptonshire,Women known to be smokers at time of delivery,234.0
2020/2021,2,E54000020,Northamptonshire,Women whose smoking status was not known at time of delivery,14.0
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Number of maternities,3766.0
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Women known to be non-smokers at time of delivery,3273.0
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Women known to be smokers at time of delivery,467.0
2020/2021,2,E54000009,South Yorkshire and Bassetlaw,Women whose smoking status was not known at time of delivery,26.0
2020/2021,2,E54000050,Cumbria and North East,Number of maternities,7086.0
2020/2021,2,E54000050,Cumbria and North East,Women known to be non-smokers at time of delivery,6151.0
2020/2021,2,E54000050,Cumbria and North East,Women known to be smokers at time of delivery,907.0
2020/2021,2,E54000050,Cumbria and North East,Women whose smoking status was not known at time of delivery,28.0
2020/2021,2,E54000051,"Humber, Coast and Vale",Number of maternities,3750.0
2020/2021,2,E54000051,"Humber, Coast and Vale",Women known to be non-smokers at time of delivery,3224.0
2020/2021,2,E54000051,"Humber, Coast and Vale",Women known to be smokers at time of delivery,520.0
2020/2021,2,E54000051,"Humber, Coast and Vale",Women whose smoking status was not known at time of delivery,6.0
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Number of maternities,6521.0
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be non-smokers at time of delivery,5698.0
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be smokers at time of delivery,780.0
2020/2021,2,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women whose smoking status was not known at time of delivery,43.0
2020/2021,2,E54000007,Greater Manchester Health and Social Care Partnership,Number of maternities,8324.0
2020/2021,2,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be non-smokers at time of delivery,7449.0
